,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
36,2025-06-01T02:07:51Z,UCPk29gUc_ltOGQ6f3Lh5kCg,Reelblack Live - Should Trump Free Diddy? (5/31/2025),"Reelblack Founder Mike D. is hanging out live on a Saturday night. Discussing current events, answering questions and watching ...","{'default': {'url': 'https://i.ytimg.com/vi/1ZBah_DNoSo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1ZBah_DNoSo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1ZBah_DNoSo/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2025-06-01T02:07:51Z,1ZBah_DNoSo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1ZBah_DNoSo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
48,2025-06-01T00:58:41Z,UCHVBLMcvOgDtFEF2bToQLqw,ALL Hope is NOT LOSS,ALL Hope is NOT LOSS.,"{'default': {'url': 'https://i.ytimg.com/vi/egEAxPx7h-c/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/egEAxPx7h-c/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/egEAxPx7h-c/hqdefault_live.jpg', 'width': 480, 'height': 360}}",We Woke Now,live,2025-06-01T00:58:41Z,egEAxPx7h-c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/egEAxPx7h-c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
38,2025-06-01T00:51:56Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Controversial Thoughts On Black Businesses - Jay Hill |  Social Proof Podcast #521,There's nothing wrong with a little business banter. David Shands and Jay Hill shares opinions about current events and thoughts ...,"{'default': {'url': 'https://i.ytimg.com/vi/RrOWkBSWA1k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RrOWkBSWA1k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RrOWkBSWA1k/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2025-06-01T00:51:56Z,RrOWkBSWA1k,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RrOWkBSWA1k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
5,2025-06-01T00:15:54Z,UCKZGcrxRAhdUi58Mdr565mw,ICE Raids Florida Construction Site Arresting Several Workers In Mass Deportation Efforts.mp4,Welcome to African Diaspora News Channel — Where We Speak Truth to Power. We bring you unapologetic news and ...,"{'default': {'url': 'https://i.ytimg.com/vi/dbk-R_EV4R0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dbk-R_EV4R0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dbk-R_EV4R0/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2025-06-01T00:15:54Z,dbk-R_EV4R0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dbk-R_EV4R0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
17,2025-06-01T00:00:09Z,UCwbP4USYrniJGROwQNiwH-Q,Women Don&#39;t Want &quot;CORNY&quot; MEN But Are Mad That They Want WHITE WOMEN!,Order Merch Here: https://deedees-apparel.creator-spring.com Follow Me On Tiktok Here: www.tiktok.com/@deedeesreactions ...,"{'default': {'url': 'https://i.ytimg.com/vi/9TdN2HaGp80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9TdN2HaGp80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9TdN2HaGp80/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2025-06-01T00:00:09Z,9TdN2HaGp80,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/9TdN2HaGp80"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
21,2025-05-31T23:00:51Z,UCC0XWOgSBcwNstXbPX2cbpg,WHlTE America Now Realize That Black People Were Right All Along - A MUST SEE.,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com For decades, BIack Americans have ...","{'default': {'url': 'https://i.ytimg.com/vi/rbWu4Mb8jf8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rbWu4Mb8jf8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rbWu4Mb8jf8/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2025-05-31T23:00:51Z,rbWu4Mb8jf8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/rbWu4Mb8jf8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
42,2025-05-31T21:00:07Z,UC4m46pCBkMEyy8gk26WKqbA,Nate Dogg hits with Warren G | The 85 South Show,Subscribe To Our Streaming Service Channel 85 https://bit.ly/SubscribeToChannel85 Shop Our Merch! https://bit.ly/85Jetlife2024.,"{'default': {'url': 'https://i.ytimg.com/vi/B5nuxF0ZM9M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/B5nuxF0ZM9M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/B5nuxF0ZM9M/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2025-05-31T21:00:07Z,B5nuxF0ZM9M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/B5nuxF0ZM9M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
24,2025-05-31T19:23:21Z,UCi2uaWdy6OTf4Ty7DVC_7lw,MAJOR PROGRESS in Our ULTRA LUXURIOUS KITCHEN IN AFRICA,"Hello family , welcome to my YouTube channel iam_marwa ,ENGINEER MARWA Goes HARD on Kitchen Challenges , here is the ...","{'default': {'url': 'https://i.ytimg.com/vi/XepaQsevzPQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XepaQsevzPQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XepaQsevzPQ/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2025-05-31T19:23:21Z,XepaQsevzPQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XepaQsevzPQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
13,2025-05-31T18:45:05Z,UCiinSjWS3E0vtAa3DCvp7iA,‘Andor’ Star: I Refuse to Stay Silent on Gaza,Andor” actress Denise Gough joins the show to speak out against Israel's genocide in Gaza and share the personal journey that ...,"{'default': {'url': 'https://i.ytimg.com/vi/_omQdodjg_M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_omQdodjg_M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_omQdodjg_M/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2025-05-31T18:45:05Z,_omQdodjg_M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/_omQdodjg_M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
2,2025-05-31T17:44:12Z,UCW5NNtTSY5z5mENZ8dt-RCw,Feeding Elephants Melons,"First Time in Koh Samui Thailand | Exploring Chaweng & Visiting an Elephant Sanctuary In this video, I travel to Koh Samui, ...","{'default': {'url': 'https://i.ytimg.com/vi/nBkG2sp6nOc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nBkG2sp6nOc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nBkG2sp6nOc/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2025-05-31T17:44:12Z,nBkG2sp6nOc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nBkG2sp6nOc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
