,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
31,2024-05-22T03:15:01Z,UCepJ2MwkHah89uXokQVgUrA,Nigerian Billionaire Needs 35 Visas For Africa! #Shorts #Africa #Visa #Billionaire,"Here's proof of how difficult it is for Africans to travel around their own continent. Nigerian Billionaire, Aliko Dangote, says he ...","{'default': {'url': 'https://i.ytimg.com/vi/H7t2tFRowFw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H7t2tFRowFw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H7t2tFRowFw/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-05-22T03:15:01Z,H7t2tFRowFw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/H7t2tFRowFw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
12,2024-05-22T01:00:19Z,UCKZGcrxRAhdUi58Mdr565mw,"Cowardly Diddy Apologizes for Punting Cassie, Crystal McKinney Files Suit Claiming SA From 2003",Phillip Scott reports on Diddy's sorry apology to Cassie after the horrible footage that was recently dropped from 2016. Crystal ...,"{'default': {'url': 'https://i.ytimg.com/vi/ogAEIc1gmoo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ogAEIc1gmoo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ogAEIc1gmoo/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-05-22T01:00:19Z,ogAEIc1gmoo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ogAEIc1gmoo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-05-22T00:19:15Z,UCTis64XH8HrxE7GhEkA6YmA,Thoughts on the Homeless World Cup? (1/2) #football #soccer #homelessness #homeless,,"{'default': {'url': 'https://i.ytimg.com/vi/OAP5smLZmXw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OAP5smLZmXw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OAP5smLZmXw/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASIDE Media,none,2024-05-22T00:19:15Z,OAP5smLZmXw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OAP5smLZmXw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
6,2024-05-21T22:45:00Z,UCRVsqvXIdgyPVS-a6fGa1lA,&quot;Love Alone Will Not Keep You Together&quot; Principles of How Men and Women Operate for Harmony,"To watch the full episode, check the HLC Playlist ...","{'default': {'url': 'https://i.ytimg.com/vi/5L1Z_dWcfPQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5L1Z_dWcfPQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5L1Z_dWcfPQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-05-21T22:45:00Z,5L1Z_dWcfPQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5L1Z_dWcfPQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
22,2024-05-21T22:00:38Z,UCJa58Tf70HC5q2oQDNBrJ2g,The 12 Master Virtues: Ancient Wisdom for Modern Life (Master these Virtues and live better),"If you look around you today, you will see that the pace of life often leaves us disconnected from our core values and many of us ...","{'default': {'url': 'https://i.ytimg.com/vi/xBEniirkzMY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xBEniirkzMY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xBEniirkzMY/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-05-21T22:00:38Z,xBEniirkzMY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xBEniirkzMY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
17,2024-05-21T21:07:14Z,UCABZ7Z6SBTp4IsARDceOq7w,Katt Williams Disses Kevin Hart For Avoiding Him At &#39;Netflix Party&#39; - CH News Show,https://hypersclub.com/ - Katt Williams beef with Kevin Hart may never come to a near end. As reported both men would attend the ...,"{'default': {'url': 'https://i.ytimg.com/vi/WZK9cqmuvEc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WZK9cqmuvEc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WZK9cqmuvEc/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-05-21T21:07:14Z,WZK9cqmuvEc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WZK9cqmuvEc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
30,2024-05-21T20:47:17Z,UCOhiR-6Y-MZtMERKRENrcRw,Why I don’t know if I want to return to Africa | It&#39;s hard out here,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/FMVPkCYEXL0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FMVPkCYEXL0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FMVPkCYEXL0/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-05-21T20:47:17Z,FMVPkCYEXL0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/FMVPkCYEXL0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
25,2024-05-21T19:03:46Z,UClwrpH_Np9zk8uMwnMwu8Nw,He Built Nigeria’s First Car Manufacturing Plant 🇳🇬,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/4AXdlawIgqI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4AXdlawIgqI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4AXdlawIgqI/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-05-21T19:03:46Z,4AXdlawIgqI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/4AXdlawIgqI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
11,2024-05-21T19:02:15Z,UC-4h1XQ47sf0vbFwJvuBhEA,"Christian Malanga, Slain Leader of Failed Congo Coup d&#39;etat 2024, Sold Cars in Utah","Christian Malanga, Slain Leader of Failed Congo Coup d'etat 2024, Sold Cars in Utah - In a dramatic turn of events on Sunday, ...","{'default': {'url': 'https://i.ytimg.com/vi/ygBvNCQ7o5Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ygBvNCQ7o5Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ygBvNCQ7o5Y/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-05-21T19:02:15Z,ygBvNCQ7o5Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ygBvNCQ7o5Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
36,2024-05-21T18:15:00Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Who Is Running Unalived People&#39;s Accounts? @ocdaofficial - Chocolate Sundaes Comedy #shorts #comedy,,"{'default': {'url': 'https://i.ytimg.com/vi/5cBeXZyZnnI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5cBeXZyZnnI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5cBeXZyZnnI/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-05-21T18:15:00Z,5cBeXZyZnnI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5cBeXZyZnnI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
