,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
50,2024-06-10T02:22:26Z,UCHVBLMcvOgDtFEF2bToQLqw,Moroccan Jews hidden history,Moroccan Jews hidden history.,"{'default': {'url': 'https://i.ytimg.com/vi/KU5xU5Pmixc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KU5xU5Pmixc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KU5xU5Pmixc/hqdefault.jpg', 'width': 480, 'height': 360}}",We Woke Now,none,2024-06-10T02:22:26Z,KU5xU5Pmixc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KU5xU5Pmixc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
45,2024-06-10T01:16:02Z,UCLjzzg-cFWpEEjnWCOpXp3Q,InPDUM President Matsemela Odom speaks on the significance of the 2024 Elections,"On July 29, 2022, the United States government initiated an attack on Africa through an FBI raid against the African People's ...","{'default': {'url': 'https://i.ytimg.com/vi/DcL0WWanb3Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/DcL0WWanb3Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/DcL0WWanb3Y/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-06-10T01:16:02Z,DcL0WWanb3Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/DcL0WWanb3Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
44,2024-06-10T00:14:46Z,UC4m46pCBkMEyy8gk26WKqbA,| The 85 South Show,85southshow Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/F-_NJy8D9NQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/F-_NJy8D9NQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/F-_NJy8D9NQ/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-06-10T00:14:46Z,F-_NJy8D9NQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/F-_NJy8D9NQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
19,2024-06-10T00:00:18Z,UCRVsqvXIdgyPVS-a6fGa1lA,Trump’s Felony Convictions: Why Trump&#39;s Legal Issues Could Actually Be Beneficial for Him,"In this riveting clip of ""Black Out with Ian & Rashad,"" we delve into the complex world of politics and its impact on society. Join our ...","{'default': {'url': 'https://i.ytimg.com/vi/dS2QPnEF1bg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dS2QPnEF1bg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dS2QPnEF1bg/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-06-10T00:00:18Z,dS2QPnEF1bg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dS2QPnEF1bg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
6,2024-06-09T22:00:14Z,UCJa58Tf70HC5q2oQDNBrJ2g,Unleashing the Power Within  Ten Lessons from Kwame Ture for Today&#39;s Activists,"Want to unleash the Power Within you? Then pay attention to these ten lessons from Kwame Ture, an American organizer in the ...","{'default': {'url': 'https://i.ytimg.com/vi/Rzpqyh-4vW4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Rzpqyh-4vW4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Rzpqyh-4vW4/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs - From The Masters,none,2024-06-09T22:00:14Z,Rzpqyh-4vW4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Rzpqyh-4vW4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
7,2024-06-09T21:00:21Z,UCepJ2MwkHah89uXokQVgUrA,The West must end its Parasitic Relations with Africa - Part 2 #africa #us #france #colonialism,Former African Union Ambassador to the United States Arikana Chihombori speaks about the parasitic relationship between ...,"{'default': {'url': 'https://i.ytimg.com/vi/jrfn_7_tYQc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/jrfn_7_tYQc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/jrfn_7_tYQc/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-06-09T21:00:21Z,jrfn_7_tYQc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/jrfn_7_tYQc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
30,2024-06-09T21:00:18Z,UCKLSjhp6XZUEYDT1DMcrj8w,Joshua Maponga Opinions on New South Africa,"Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/blJFpItTKiA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/blJFpItTKiA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/blJFpItTKiA/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-06-09T21:00:18Z,blJFpItTKiA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/blJFpItTKiA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
53,2024-06-09T19:41:27Z,UClwrpH_Np9zk8uMwnMwu8Nw,Why Is Bob Marley Not A National Hero In Jamaica 🇯🇲?,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/mNZ_GsEP9Bw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mNZ_GsEP9Bw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mNZ_GsEP9Bw/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-06-09T19:41:27Z,mNZ_GsEP9Bw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mNZ_GsEP9Bw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
0,2024-06-09T19:21:04Z,UCG7uFJVZsxQRwDssom9Pavw,Casualties Arrive at Al Nou Hospital in Sudan as RSF Continues Brutal Attacks,Casualties Arrive at Al Nou Hospital in Sudan as RSF Continues Brutal Attacks Casualties are arriving at Al Nou Hospital in ...,"{'default': {'url': 'https://i.ytimg.com/vi/RMUPQBdQ7XQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RMUPQBdQ7XQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RMUPQBdQ7XQ/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-06-09T19:21:04Z,RMUPQBdQ7XQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RMUPQBdQ7XQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
39,2024-06-09T19:01:12Z,UC2rmgVaijnf92nixlIZWGmg,"Dynast Amir Grillin Life Changing BBQ In Dakar, Senegal","Dynast Amir Grillin Life Changing BBQ In Dakar, Senegal Cash App: $amirdynast Please Subscribe Patreon: ...","{'default': {'url': 'https://i.ytimg.com/vi/MBaOjast7Xc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MBaOjast7Xc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MBaOjast7Xc/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-06-09T19:01:12Z,MBaOjast7Xc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/MBaOjast7Xc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
16,2024-06-09T17:00:42Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Men Will Never Tell The Truth - Comedian Lavell Crawford - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/z6wjbCNVbkU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/z6wjbCNVbkU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/z6wjbCNVbkU/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-06-09T17:00:42Z,z6wjbCNVbkU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/z6wjbCNVbkU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
