,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
7,2024-06-06T03:00:18Z,UCepJ2MwkHah89uXokQVgUrA,Zionists In Haiti &amp; Africa! (Part 2) #Shorts #Haiti #Africa,"Zionism, a political ideology that many say has hijacked Judaism to pursue settler-colonialism in occupied Palestine, does not end ...","{'default': {'url': 'https://i.ytimg.com/vi/YTlWHf1MRg4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YTlWHf1MRg4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YTlWHf1MRg4/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-06-06T03:00:18Z,YTlWHf1MRg4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YTlWHf1MRg4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
39,2024-06-06T01:27:40Z,UC2rmgVaijnf92nixlIZWGmg,The best food in the planet is found in Senegal. #senegal #dakar #africa #culture #westafrica,,"{'default': {'url': 'https://i.ytimg.com/vi/YadpfunS3dM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YadpfunS3dM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YadpfunS3dM/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-06-06T01:27:40Z,YadpfunS3dM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YadpfunS3dM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
5,2024-06-06T01:03:18Z,UCKZGcrxRAhdUi58Mdr565mw,Angel Reese Said The Quiet Part Out Loud About The WNBA &amp; Them Folks Can&#39;t Stand Her For It,Phillip Scott reports on the recent attention to the WNBA and the racial politics behind Caitlin Clark. Angel Reese just stated the ...,"{'default': {'url': 'https://i.ytimg.com/vi/anMhxbVrxxg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/anMhxbVrxxg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/anMhxbVrxxg/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-06-06T01:03:18Z,anMhxbVrxxg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/anMhxbVrxxg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
51,2024-06-06T00:15:06Z,UCXyHjFIKz9D8ofxObOuYBbg,Mandingo Fight Club,WeNeedToTalk #BlackLove To support our ministry: https://cash.app/$wnttalk Please SUBSCRIBE for more content!,"{'default': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/hqdefault.jpg', 'width': 480, 'height': 360}}",WeNeedToTalk,none,2024-06-06T00:15:06Z,nb9Vwb9HbF0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nb9Vwb9HbF0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
46,2024-06-05T23:53:49Z,UCjBw2SidW7wFElbmj9bgDjw,Reconstruction &#39;Expert&#39; RESPONDS to my critique,"We will discuss it all in this LIVESTREAM, so make sure you join us! Reviewing the written response served to TKM by Cicero ...","{'default': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-06-05T23:53:49Z,__qQ4JDCMus,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/__qQ4JDCMus"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
17,2024-06-05T23:38:09Z,UCABZ7Z6SBTp4IsARDceOq7w,Camille Winbush On Bernie Mac Checking Producers For Inappropriate Moment: &quot;He Stood On Business&quot;,"https://hypersclub.com/ - Continuing her talk with Comedy Hype, Camille WInbush opens up about seeing Bernie Mac prevent ...","{'default': {'url': 'https://i.ytimg.com/vi/Fw5x6O1QEf0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Fw5x6O1QEf0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Fw5x6O1QEf0/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-06-05T23:38:09Z,Fw5x6O1QEf0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Fw5x6O1QEf0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
14,2024-06-05T23:09:21Z,UCiinSjWS3E0vtAa3DCvp7iA,"Israel’s Real Plan: Expand War, Reject Ceasefire, and String Biden Along",Israel prepares for a bigger war in Gaza despite its failures and the global condemnation for the invasion of Rafah. Even though ...,"{'default': {'url': 'https://i.ytimg.com/vi/d3vpqha4Reo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/d3vpqha4Reo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/d3vpqha4Reo/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2024-06-05T23:09:21Z,d3vpqha4Reo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/d3vpqha4Reo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-06-05T22:55:37Z,UCrPq2ekHx2vZtuyG3wUx0_g,What Are You Willing To Give For Freedom? | The Wretched of the Earth Book Clip,OTSOG Book Review List link: https://amzn.to/4b5LcrU cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us ...,"{'default': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/hqdefault_live.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,upcoming,2024-06-05T22:55:37Z,L37Aggqiaf0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/L37Aggqiaf0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
16,2024-06-05T21:01:22Z,UCv8G-xZ_BBGufjbN6jbvLMQ,My Dad Lied About Santa - Comedian CP - Chocolate Sundaes Standup Comedy,"For some reason, Santa never made it to our hood. For more of @ComedianCP follow him on social media: @comediancp ...","{'default': {'url': 'https://i.ytimg.com/vi/p2Dk1TvGvXs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/p2Dk1TvGvXs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/p2Dk1TvGvXs/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-06-05T21:01:22Z,p2Dk1TvGvXs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/p2Dk1TvGvXs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
47,2024-06-05T20:07:11Z,UC-4h1XQ47sf0vbFwJvuBhEA,"South Korea, seeking minerals, pledges deeper Africa ties -  South Korea–Africa Summit","South Korea–Africa Summit 2024 - South Korea, seeking minerals, pledges deeper Africa ties - In the past, Africa seemed to ...","{'default': {'url': 'https://i.ytimg.com/vi/IoR121aNBWc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IoR121aNBWc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IoR121aNBWc/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-06-05T20:07:11Z,IoR121aNBWc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IoR121aNBWc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
