,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
16,2024-06-22T17:00:05Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Is This Your Man? - @TheJustnesh  - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/3ZlltKbozSg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3ZlltKbozSg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3ZlltKbozSg/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-06-22T17:00:05Z,3ZlltKbozSg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3ZlltKbozSg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
53,2024-06-22T16:58:19Z,UClwrpH_Np9zk8uMwnMwu8Nw,His Biggest Farm Inside A Maroon Village In Suriname Got Flooded!,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/eAhneUTgLn8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eAhneUTgLn8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eAhneUTgLn8/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-06-22T16:58:19Z,eAhneUTgLn8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/eAhneUTgLn8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
30,2024-06-22T14:11:28Z,UCKLSjhp6XZUEYDT1DMcrj8w,Joshua Maponga shocks world Leaders Revealed the TRUTH about African Leaders,"Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/EaudD3_1p0c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EaudD3_1p0c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EaudD3_1p0c/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-06-22T14:11:28Z,EaudD3_1p0c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/EaudD3_1p0c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-06-22T13:38:50Z,UCrPq2ekHx2vZtuyG3wUx0_g,The Jim Crow Era Debate,,"{'default': {'url': 'https://i.ytimg.com/vi/RuVA4rhfFKo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RuVA4rhfFKo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RuVA4rhfFKo/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-06-22T13:38:50Z,RuVA4rhfFKo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RuVA4rhfFKo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
12,2024-06-22T12:45:02Z,UCWCreFX8bTVLJ6Y9lh6eZ5A,The Most DISGUSTING Punishments For Blacks During Slavery,We need your support! Please consider buying us a coffee to help sustain and grow our content. Your contribution directly fuels ...,"{'default': {'url': 'https://i.ytimg.com/vi/XSEkJREqRe8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XSEkJREqRe8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XSEkJREqRe8/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Journals,none,2024-06-22T12:45:02Z,XSEkJREqRe8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XSEkJREqRe8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
22,2024-06-22T12:15:03Z,UCC0XWOgSBcwNstXbPX2cbpg,Fearless Joshua Maponga Reveals why AFRICAN SPIRITUALITY IS SUPERI0R  to CHRISTIANITY,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com SPECIAL CREDIT: THEE ALPHA ...","{'default': {'url': 'https://i.ytimg.com/vi/RjTSNO9hibY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RjTSNO9hibY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RjTSNO9hibY/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2024-06-22T12:15:03Z,RjTSNO9hibY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RjTSNO9hibY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
17,2024-06-22T03:48:25Z,UCABZ7Z6SBTp4IsARDceOq7w,"Martin Lawrence And Eddie Murphy To Reunite In New Movie, Murphy Reveals - CH News","https://hypersclub.com/ - While promoting his newest film 'Beverly Hills Cop 4; Axel F.', Eddie Murphy would confirm that he plans ...","{'default': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-06-22T03:48:25Z,lvo1oh3ZTDo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lvo1oh3ZTDo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
6,2024-06-22T03:35:30Z,UCJa58Tf70HC5q2oQDNBrJ2g,The village raises the Child. #education #children,,"{'default': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora Storytelling,none,2024-06-22T03:35:30Z,nlR_nvui27A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nlR_nvui27A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
45,2024-06-22T01:51:11Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Tribute to Chairman Omali Yeshitela: 60 Years of Service to Black Freedom and Liberation,"Welcome to this event, broadcasting live from the Uhuru House in St. Petersburg, Florida!","{'default': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-06-22T01:51:11Z,C4fKlg5OkDs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/C4fKlg5OkDs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
21,2024-06-21T21:24:46Z,UCOhiR-6Y-MZtMERKRENrcRw,She lost control while drunk and told white police this,https://youtu.be/Ld2Te2_VgiQ?si=v4v6LXBnrvNRrYDX This channel is to bring the awareness to the world of the beautiful ...,"{'default': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-06-21T21:24:46Z,SVGnM-uhrUU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/SVGnM-uhrUU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
37,2024-06-21T19:12:15Z,UCPk29gUc_ltOGQ6f3Lh5kCg,Reelblack Transmitting Live from Boston&#39;s Roxbury Film Fest (6/21/2024),CashApp $Reelblack Get Tix at www.roxfilmfest.com.,"{'default': {'url': 'https://i.ytimg.com/vi/vg_1GvprwZo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vg_1GvprwZo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vg_1GvprwZo/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-06-21T19:12:15Z,vg_1GvprwZo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vg_1GvprwZo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
2,2024-06-21T19:00:12Z,UCW5NNtTSY5z5mENZ8dt-RCw,Exploring the Largest Pool in America: A Swimmer&#39;s Nightmare,San Alfonso del Mar Chile is home to the second-largest pool in the world.,"{'default': {'url': 'https://i.ytimg.com/vi/VfrOlS_zZWM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VfrOlS_zZWM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VfrOlS_zZWM/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-06-21T19:00:12Z,VfrOlS_zZWM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/VfrOlS_zZWM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
14,2024-06-21T16:39:58Z,UCiinSjWS3E0vtAa3DCvp7iA,The Hidden History of Juneteenth w/ Dr. Gerald Horne,"Juneteenth, now recognized as a federal holiday in the United States, marks the day in 1865 when General Gordon Granger ...","{'default': {'url': 'https://i.ytimg.com/vi/jFm69lhb9NE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/jFm69lhb9NE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/jFm69lhb9NE/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2024-06-21T16:39:58Z,jFm69lhb9NE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/jFm69lhb9NE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
0,2024-06-21T16:23:20Z,UCG7uFJVZsxQRwDssom9Pavw,Kenyans In All Out Protests Against IMF Tax Bill,Kenyan protesters took to the streets rallying to denounce the new finance bill in Nairobi on Thursday. The bill represents a series ...,"{'default': {'url': 'https://i.ytimg.com/vi/V3W3oFtKlKI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/V3W3oFtKlKI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/V3W3oFtKlKI/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-06-21T16:23:20Z,V3W3oFtKlKI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/V3W3oFtKlKI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
13,2024-06-21T15:00:06Z,UCIxrFTHZybtTgq8X7itOAkQ,The Truth Of Trinidad &amp; Tobago They Don&#39;t Want You To See,trinidadandtobago #trinidad #trinidadian The Truth Of Trinidad & Tobago They Don't Want You To See In This Video I will Share ...,"{'default': {'url': 'https://i.ytimg.com/vi/AFSR0FQX0dg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AFSR0FQX0dg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AFSR0FQX0dg/hqdefault.jpg', 'width': 480, 'height': 360}}",Blackman Da Traveller,none,2024-06-21T15:00:06Z,AFSR0FQX0dg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/AFSR0FQX0dg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
11,2024-06-21T13:00:31Z,UCTNr0N__QwstBhgCtvQcjhA,The One Thing You Wanna Do is to Love Yourself (Dr. Sebi) 🌿🍵,"The One Thing You Wanna Do (Dr. Sebi). In this video, we go into the transformative power of self-love through the lens of Dr.","{'default': {'url': 'https://i.ytimg.com/vi/KgjmS9dbw0I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KgjmS9dbw0I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KgjmS9dbw0I/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-06-21T13:00:31Z,KgjmS9dbw0I,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KgjmS9dbw0I"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
48,2024-06-21T10:22:07Z,UCPQsrvUJzs1INc2hroy3nHw,Speed Dating Africa: FIND YOUR MATCH,hello.,"{'default': {'url': 'https://i.ytimg.com/vi/6k-O6figOX0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6k-O6figOX0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6k-O6figOX0/hqdefault.jpg', 'width': 480, 'height': 360}}",The Pan African Dating Show,none,2024-06-21T10:22:07Z,6k-O6figOX0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6k-O6figOX0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
20,2024-06-21T08:00:06Z,UCF-A_4x9-bLrxXrmgBOWuJA,EFF Podcast Episode 33| Commissar Lawrence Mapoulo speaks on reconfiguration of EFF Limpopo PCT.,Commissar Mapoulo talks about the plan of action to grow the EFF in Limpopo following the CCT's decision to reconfigure the ...,"{'default': {'url': 'https://i.ytimg.com/vi/g9QA9cy037s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/g9QA9cy037s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/g9QA9cy037s/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-06-21T08:00:06Z,g9QA9cy037s,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/g9QA9cy037s"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
40,2024-06-20T19:00:25Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Why You Have No Financial Discipline - David &amp; Donni #469,GRAB YOUR 🎟️ to Podcast Summit '24 https://www.podcastsummit.com Use code ...,"{'default': {'url': 'https://i.ytimg.com/vi/sCslDc5kEKo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sCslDc5kEKo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sCslDc5kEKo/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-06-20T19:00:25Z,sCslDc5kEKo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/sCslDc5kEKo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
