,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
50,2024-06-30T03:41:22Z,UCHVBLMcvOgDtFEF2bToQLqw,Malcom X knew the Big Lie and didn&#39;t fall for it,Malcom X knew the Big Lie and didn't fall for it.,"{'default': {'url': 'https://i.ytimg.com/vi/IBy57Txuzo0/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IBy57Txuzo0/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IBy57Txuzo0/hqdefault_live.jpg', 'width': 480, 'height': 360}}",We Woke Now,upcoming,2024-06-30T03:41:22Z,IBy57Txuzo0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IBy57Txuzo0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
7,2024-06-30T02:15:00Z,UCepJ2MwkHah89uXokQVgUrA,Why Speech Left Lumumba A Marked Man,"As the Democratic Republic of Congo celebrates 64 years of independence, it also remembers the country's first prime minister, ...","{'default': {'url': 'https://i.ytimg.com/vi/8lUu4E7Qk6o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8lUu4E7Qk6o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8lUu4E7Qk6o/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-06-30T02:15:00Z,8lUu4E7Qk6o,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/8lUu4E7Qk6o"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
5,2024-06-29T20:44:50Z,UCKZGcrxRAhdUi58Mdr565mw,White Perpetrator Roams Free After Murder of Black Teenager In London,Naledi Mfoloe reports on a troubling incident that has sparked outrage and a heated debate on racial justice. A black teenager ...,"{'default': {'url': 'https://i.ytimg.com/vi/tKvFdFf8Z2c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/tKvFdFf8Z2c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/tKvFdFf8Z2c/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-06-29T20:44:50Z,tKvFdFf8Z2c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/tKvFdFf8Z2c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-06-29T19:44:01Z,UCrPq2ekHx2vZtuyG3wUx0_g,White Supremacy Fears The Black Man | Dr. Frances Cress Welsing Breakdown Clip,OTSOG book list link: https://amzn.to/4b5LcrU cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us at ...,"{'default': {'url': 'https://i.ytimg.com/vi/0yXnyXvmHxc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0yXnyXvmHxc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0yXnyXvmHxc/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-06-29T19:44:01Z,0yXnyXvmHxc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0yXnyXvmHxc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
0,2024-06-29T19:06:41Z,UCG7uFJVZsxQRwDssom9Pavw,Burkina Faso Citizens Demand Removal of French Embassy for National Security,"Watch as Burkinabe citizens demand the relocation of the French embassy from Ouagadougou's presidential palace, citing ...","{'default': {'url': 'https://i.ytimg.com/vi/98vdJ_9eCJE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/98vdJ_9eCJE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/98vdJ_9eCJE/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-06-29T19:06:41Z,98vdJ_9eCJE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/98vdJ_9eCJE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
19,2024-06-29T19:00:05Z,UCRVsqvXIdgyPVS-a6fGa1lA,How 50 Cent Became the Headliner for Invest Fest 2024,"Get ready for the biggest announcement of the year! The wait is over - Invest Fest 2024 has officially revealed its headliner, none ...","{'default': {'url': 'https://i.ytimg.com/vi/5WhtGDbae-Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5WhtGDbae-Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5WhtGDbae-Y/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-06-29T19:00:05Z,5WhtGDbae-Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5WhtGDbae-Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
47,2024-06-29T18:53:41Z,UC-4h1XQ47sf0vbFwJvuBhEA,US Eyes Ghana For New Base Amid Niger Withdrawal,US base in Ghana - US Eyes Ghana For New Base Amid Niger Withdrawal - Could Ghana be the next pivotal location in the ...,"{'default': {'url': 'https://i.ytimg.com/vi/lha5nEh-WJ4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lha5nEh-WJ4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lha5nEh-WJ4/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-06-29T18:53:41Z,lha5nEh-WJ4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lha5nEh-WJ4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
18,2024-06-29T18:50:37Z,UCwbP4USYrniJGROwQNiwH-Q,Tia Mowry&#39;s Ex Husband Finally SPEAKS OUT About Her Graduation!,Book Your 1-On-1 60-Minute Advice Consultations Here: https://calendly.com/deedeewoods4real Join My Patreon Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/M0xoEtb8BOg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/M0xoEtb8BOg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/M0xoEtb8BOg/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2024-06-29T18:50:37Z,M0xoEtb8BOg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/M0xoEtb8BOg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
11,2024-06-29T18:32:43Z,UCTNr0N__QwstBhgCtvQcjhA,Malcolm X: First British Interview | Shorts,"Malcolm X: First British Interview #shorts | Black Discoveries A rare glimpse! In this short clip, we witness Malcolm X in his ...","{'default': {'url': 'https://i.ytimg.com/vi/Iion_cCF2-w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Iion_cCF2-w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Iion_cCF2-w/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-06-29T18:32:43Z,Iion_cCF2-w,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Iion_cCF2-w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
25,2024-06-29T17:34:32Z,UCi2uaWdy6OTf4Ty7DVC_7lw,Super Expensive Furniture For My VILLA have Arrived !!!,After travelling 10 South African Countries we are back home and it's time for New Super Expensive Furniture For My VILLA ...,"{'default': {'url': 'https://i.ytimg.com/vi/CsImPkz9an4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CsImPkz9an4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CsImPkz9an4/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-06-29T17:34:32Z,CsImPkz9an4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CsImPkz9an4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
