,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
17,2024-06-22T03:48:25Z,UCABZ7Z6SBTp4IsARDceOq7w,"Martin Lawrence And Eddie Murphy To Reunite In New Movie, Murphy Reveals - CH News","https://hypersclub.com/ - While promoting his newest film 'Beverly Hills Cop 4; Axel F.', Eddie Murphy would confirm that he plans ...","{'default': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lvo1oh3ZTDo/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-06-22T03:48:25Z,lvo1oh3ZTDo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lvo1oh3ZTDo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
6,2024-06-22T03:35:30Z,UCJa58Tf70HC5q2oQDNBrJ2g,The village raises the Child. #education #children,,"{'default': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nlR_nvui27A/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora Storytelling,none,2024-06-22T03:35:30Z,nlR_nvui27A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nlR_nvui27A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
50,2024-06-22T02:28:16Z,UCHVBLMcvOgDtFEF2bToQLqw,Pastor Chuck Missler Esau&#39;s Converts (watch to the end),"The late Pastor Chuck Missler explains who Esau converted to his religion. John 8:44 Ye are of your father the devil, and the lusts ...","{'default': {'url': 'https://i.ytimg.com/vi/IhtDvqvh1LI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IhtDvqvh1LI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IhtDvqvh1LI/hqdefault.jpg', 'width': 480, 'height': 360}}",We Woke Now,none,2024-06-22T02:28:16Z,IhtDvqvh1LI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IhtDvqvh1LI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
45,2024-06-22T01:51:11Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Tribute to Chairman Omali Yeshitela: 60 Years of Service to Black Freedom and Liberation,"Welcome to this event, broadcasting live from the Uhuru House in St. Petersburg, Florida!","{'default': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/C4fKlg5OkDs/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-06-22T01:51:11Z,C4fKlg5OkDs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/C4fKlg5OkDs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
19,2024-06-22T00:00:22Z,UCRVsqvXIdgyPVS-a6fGa1lA,Did the NSA Create Bitcoin? Exploring Bitcoin&#39;s Mysterious Origins,"Welcome back to another episode of **Black Out with Ian & Rashad**, where we delve into today's most intriguing and ...","{'default': {'url': 'https://i.ytimg.com/vi/roCoQ9VhbLA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/roCoQ9VhbLA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/roCoQ9VhbLA/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-06-22T00:00:22Z,roCoQ9VhbLA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/roCoQ9VhbLA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
44,2024-06-21T23:30:00Z,UC4m46pCBkMEyy8gk26WKqbA,LAW OFFICE OF BRANDON DIXON P.C. | BLACK MARKET | 06.20.24,BRANDON DIXON | https://brandondixonlaw.com Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/4d5uclhK2SU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4d5uclhK2SU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4d5uclhK2SU/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-06-21T23:30:00Z,4d5uclhK2SU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/4d5uclhK2SU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
18,2024-06-21T22:45:55Z,UCwbP4USYrniJGROwQNiwH-Q,Men Are Not Coddling Women Anymore #poptheballoon #dating #standingonbusiness,Book Your 1-On-1 60-Minute Advice Consultations Here: https://calendly.com/deedeewoods4real Join My Patreon Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/hGDCJck_1oA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hGDCJck_1oA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hGDCJck_1oA/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2024-06-21T22:45:55Z,hGDCJck_1oA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hGDCJck_1oA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
21,2024-06-21T21:24:46Z,UCOhiR-6Y-MZtMERKRENrcRw,Telling White officer he comes from Africa and Jesus is Black.,https://youtu.be/Ld2Te2_VgiQ?si=v4v6LXBnrvNRrYDX This channel is to bring the awareness to the world of the beautiful ...,"{'default': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SVGnM-uhrUU/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-06-21T21:24:46Z,SVGnM-uhrUU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/SVGnM-uhrUU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
16,2024-06-21T21:00:05Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Your Dog is a Terrorist - Comedian Jeff Horste - Chocolate Sundaes Standup Comedy,"The next time you give your dog a treat, think of this joke. For more of @JeffHorste follow him on social media: @jeffhorste ...","{'default': {'url': 'https://i.ytimg.com/vi/BLrLj_i2uts/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BLrLj_i2uts/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BLrLj_i2uts/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-06-21T21:00:05Z,BLrLj_i2uts,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/BLrLj_i2uts"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
35,2024-06-21T20:33:42Z,UCMe6CgCi6TSZX1tUxuUvCGg,PROFESSOR JOOMAAY NDONGO FAYE LIVE TONIGHT,AFRICAN PERSPECTIVES ON SENEGAL.,"{'default': {'url': 'https://i.ytimg.com/vi/YP492WSxCv8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YP492WSxCv8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YP492WSxCv8/hqdefault.jpg', 'width': 480, 'height': 360}}",Pan-African Daily TV,none,2024-06-21T20:33:42Z,YP492WSxCv8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YP492WSxCv8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
