,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
21,2024-05-06T01:30:41Z,UC2rmgVaijnf92nixlIZWGmg,How Would A Trump Victory Affect Africa? W/ Ebube Okoli,How Would A Trump Victory Affect Africa? W/ Ebube Okoli Cash App: $amirdynast Please Subscribe Patreon: ...,"{'default': {'url': 'https://i.ytimg.com/vi/IUdiKRvXwhM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IUdiKRvXwhM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IUdiKRvXwhM/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-05-06T01:30:41Z,IUdiKRvXwhM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IUdiKRvXwhM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
6,2024-05-05T22:00:19Z,UCRVsqvXIdgyPVS-a6fGa1lA,The Impact of Innovation on Traditional Businesses,"Join us on this week's clip of Market Mondays, where our host, John W. Rogers Jr., delves into the fascinating world of business ...","{'default': {'url': 'https://i.ytimg.com/vi/hqtgytyXsbY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hqtgytyXsbY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hqtgytyXsbY/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-05-05T22:00:19Z,hqtgytyXsbY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hqtgytyXsbY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
12,2024-05-05T20:00:03Z,UCKZGcrxRAhdUi58Mdr565mw,‘No Blacks allowed’ Town Booms In &#39;Rainbow Nation&#39; South Africa,"Naledi Mfoloe reports on the shocking reality of Kleinfontein, a town in South Africa where the sign ""No Blacks Allowed"" is not just ...","{'default': {'url': 'https://i.ytimg.com/vi/7aHOhSkXihI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7aHOhSkXihI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7aHOhSkXihI/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-05-05T20:00:03Z,7aHOhSkXihI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7aHOhSkXihI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
29,2024-05-05T17:32:31Z,UCF71yDQwxfw0QcYb2JnkB5Q,"$10,000 Business Class Seat on British Airways 😅 #shorts #travel",Fly Business Class for Less! Ultimate Travel Hacks | London to Miami Business Class for $400! ✈️ Ever dreamed of flying ...,"{'default': {'url': 'https://i.ytimg.com/vi/q_YhrVoHwbs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/q_YhrVoHwbs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/q_YhrVoHwbs/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-05-05T17:32:31Z,q_YhrVoHwbs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/q_YhrVoHwbs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
8,2024-05-05T17:10:14Z,UCKLSjhp6XZUEYDT1DMcrj8w,Questions to Africa that need to be answered!,"Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/XsO8K0OUQcM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XsO8K0OUQcM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XsO8K0OUQcM/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-05-05T17:10:14Z,XsO8K0OUQcM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XsO8K0OUQcM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
23,2024-05-05T17:00:59Z,UCLjzzg-cFWpEEjnWCOpXp3Q,NIGER: FRANCE OUT! US OUT!  Forward the African Revolution!,Join the African Socialist International for an online study and discussion titled “France Out! U.S. Out! Forward the African ...,"{'default': {'url': 'https://i.ytimg.com/vi/MspbCb5n4Dg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MspbCb5n4Dg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MspbCb5n4Dg/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-05-05T17:00:59Z,MspbCb5n4Dg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/MspbCb5n4Dg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
28,2024-05-05T16:54:50Z,UCF-A_4x9-bLrxXrmgBOWuJA,President @Julius_S_Malema Addresses the EFF Community meeting in Kagiso. #EFFCommunityMeetings,,"{'default': {'url': 'https://i.ytimg.com/vi/XyUcrpT63YY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XyUcrpT63YY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XyUcrpT63YY/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-05-05T16:54:50Z,XyUcrpT63YY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XyUcrpT63YY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
32,2024-05-05T16:27:58Z,UC4m46pCBkMEyy8gk26WKqbA,Gail Bean X Malcom Mays |  DreamVille Festival | Season 003 | Episode 002,Follow https://www.instagram.com/gail__bean?igsh=ejJhOGZwazltampx and ...,"{'default': {'url': 'https://i.ytimg.com/vi/GWsx2TBLc0g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GWsx2TBLc0g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GWsx2TBLc0g/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-05-05T16:27:58Z,GWsx2TBLc0g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/GWsx2TBLc0g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
7,2024-05-05T16:00:44Z,UCDsOKnUQnQek7-G7Xc5kB8Q,What&#39;s The Missing Ingredient To The Batter Of Your Success? Social Proof HOT SEAT #45,GRAB YOUR 🎟️ to Podcast Summit '24 https://www.podcastsummit.com Use code ...,"{'default': {'url': 'https://i.ytimg.com/vi/uNdZtCk2YiY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uNdZtCk2YiY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uNdZtCk2YiY/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-05-05T16:00:44Z,uNdZtCk2YiY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uNdZtCk2YiY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
16,2024-05-05T15:25:49Z,UCPk29gUc_ltOGQ6f3Lh5kCg,Reeblack Live - Kendrick or Drake? | Ask Me Anything (5/4/2024),Just hanging out. CashApp $Reelblack.,"{'default': {'url': 'https://i.ytimg.com/vi/6cLa0bjZq4M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6cLa0bjZq4M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6cLa0bjZq4M/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-05-05T15:25:49Z,6cLa0bjZq4M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6cLa0bjZq4M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
