,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
11,2024-06-06T21:00:27Z,UCTNr0N__QwstBhgCtvQcjhA,Dr. Fauci and MTG: The Heated Exchange Over COVID-19 Pandemic,"In this explosive video, Dr. Anthony Fauci faces off with Representative Marjorie Taylor Greene in a heated exchange over the ...","{'default': {'url': 'https://i.ytimg.com/vi/quCDt9e53pM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/quCDt9e53pM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/quCDt9e53pM/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-06-06T21:00:27Z,quCDt9e53pM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/quCDt9e53pM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
16,2024-06-06T21:00:15Z,UCv8G-xZ_BBGufjbN6jbvLMQ,My Dad Lied About Santa - @ComedianCP  - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/PqgQIXpTyCY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PqgQIXpTyCY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PqgQIXpTyCY/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-06-06T21:00:15Z,PqgQIXpTyCY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/PqgQIXpTyCY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
36,2024-06-06T20:39:49Z,UCF71yDQwxfw0QcYb2JnkB5Q,What $50K Gets You in Nairobi Kenya 💰🏡,"Quick tour of some of Nairobi's hottest real estate spots. From luxurious apartments to charming homes, see why Nairobi is the ...","{'default': {'url': 'https://i.ytimg.com/vi/3lU9lGbsm4c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3lU9lGbsm4c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3lU9lGbsm4c/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-06-06T20:39:49Z,3lU9lGbsm4c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3lU9lGbsm4c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
12,2024-06-06T20:06:56Z,UCWCreFX8bTVLJ6Y9lh6eZ5A,Why Is No One Talking About The Wars Going on In Africa?,We need your support! Please consider buying us a coffee to help sustain and grow our content. Your contribution directly fuels ...,"{'default': {'url': 'https://i.ytimg.com/vi/5Z-2NyFtd-I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5Z-2NyFtd-I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5Z-2NyFtd-I/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Journals,none,2024-06-06T20:06:56Z,5Z-2NyFtd-I,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5Z-2NyFtd-I"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
0,2024-06-06T19:39:54Z,UCG7uFJVZsxQRwDssom9Pavw,America isn&#39;t Punishing the ICC to Help Israel  but to Protect its War Criminals,Welcome to Candid Africa in this video we see why the USA is Sanctioning the ICC. Listen to South Africa;s South Africa's Minister ...,"{'default': {'url': 'https://i.ytimg.com/vi/xJClChXDPuI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xJClChXDPuI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xJClChXDPuI/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-06-06T19:39:54Z,xJClChXDPuI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xJClChXDPuI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
25,2024-06-06T19:03:17Z,UCi2uaWdy6OTf4Ty7DVC_7lw,Botswana 🇧🇼 To Namibia By Road Beyond Extreme !!!,"Hello family , welcome to my YouTube channel iam_marwa we have a Botswana To Namibia , i hope you have enjoyed this ...","{'default': {'url': 'https://i.ytimg.com/vi/ZvPaDZlB24c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZvPaDZlB24c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZvPaDZlB24c/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-06-06T19:03:17Z,ZvPaDZlB24c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZvPaDZlB24c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
47,2024-06-06T18:15:02Z,UC-4h1XQ47sf0vbFwJvuBhEA,"Uganda: Kamuli men compete for breast milk with babies, authorities say","Uganda: Kamuli men compete for breast milk with babies, authorities say - Have you ever heard of adults competing with babies ...","{'default': {'url': 'https://i.ytimg.com/vi/EtZtMahKz5c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EtZtMahKz5c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EtZtMahKz5c/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-06-06T18:15:02Z,EtZtMahKz5c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/EtZtMahKz5c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
18,2024-06-06T17:00:06Z,UCwbP4USYrniJGROwQNiwH-Q,Michigan Man With SUSPENDED LICENSE Joins Zoom Court While Driving,Book Your 1-On-1 60-Minute Advice Consultations Here: https://calendly.com/deedeewoods4real Join My Patreon Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/nr1at9-yfoM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nr1at9-yfoM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nr1at9-yfoM/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2024-06-06T17:00:06Z,nr1at9-yfoM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nr1at9-yfoM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
34,2024-06-06T17:00:06Z,UCrPq2ekHx2vZtuyG3wUx0_g,What Are You Willing To Give For Freedom? | The Wretched of the Earth Book Clip,OTSOG Book Review List link: https://amzn.to/4b5LcrU cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us ...,"{'default': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/L37Aggqiaf0/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-06-06T17:00:06Z,L37Aggqiaf0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/L37Aggqiaf0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
14,2024-06-06T16:17:38Z,UCiinSjWS3E0vtAa3DCvp7iA,Meet the Pro-Israel Group That&#39;s Trying to Rewrite Palestinian History in Public Schools,Meet the pro-Israel group that's trying to rewrite Palestinian history in public schools.,"{'default': {'url': 'https://i.ytimg.com/vi/vfEL9nOflro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vfEL9nOflro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vfEL9nOflro/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2024-06-06T16:17:38Z,vfEL9nOflro,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vfEL9nOflro"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
24,2024-06-06T15:53:54Z,UCwZ2vurIl_X8rv0Dv4mu12A,#growth #pain #dontquit #nurimuhammad #ineverknewtv,,"{'default': {'url': 'https://i.ytimg.com/vi/hcW0X6KDcG0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hcW0X6KDcG0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hcW0X6KDcG0/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-06-06T15:53:54Z,hcW0X6KDcG0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hcW0X6KDcG0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
30,2024-06-06T15:35:45Z,UCKLSjhp6XZUEYDT1DMcrj8w,"Museveni Shocks the World, Uganda to supply Electric Buses in Africa","Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/mmfKTAByyX0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mmfKTAByyX0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mmfKTAByyX0/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-06-06T15:35:45Z,mmfKTAByyX0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mmfKTAByyX0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
22,2024-06-06T12:30:12Z,UCC0XWOgSBcwNstXbPX2cbpg,"You are benefiting from the sweat of Black people, Louis Farrakhan exposed the U.S.","For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com Louis Farrakhan, as the leader of the ...","{'default': {'url': 'https://i.ytimg.com/vi/Oaco8-Vh6VI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Oaco8-Vh6VI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Oaco8-Vh6VI/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2024-06-06T12:30:12Z,Oaco8-Vh6VI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Oaco8-Vh6VI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
40,2024-06-06T12:00:43Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Pivoting In Business: Strategies For Thriving In Changing Times - David &amp; Donni #467,GRAB YOUR 🎟️ to Podcast Summit '24 https://www.podcastsummit.com Use code ...,"{'default': {'url': 'https://i.ytimg.com/vi/eCbUdYGsZGk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eCbUdYGsZGk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eCbUdYGsZGk/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-06-06T12:00:43Z,eCbUdYGsZGk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/eCbUdYGsZGk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
50,2024-06-06T04:28:11Z,UCHVBLMcvOgDtFEF2bToQLqw,Fred Price Jr I am an Israelite so are they straddling the fence,2 Corinthians 11:22 Are they Hebrews? so am I. Are they Israelites? so am I. Are they the seed of Abraham? so am I.,"{'default': {'url': 'https://i.ytimg.com/vi/YrUiNOZw9zY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YrUiNOZw9zY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YrUiNOZw9zY/hqdefault.jpg', 'width': 480, 'height': 360}}",We Woke Now,none,2024-06-06T04:28:11Z,YrUiNOZw9zY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YrUiNOZw9zY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
51,2024-06-06T00:15:06Z,UCXyHjFIKz9D8ofxObOuYBbg,Mandingo Fight Club,WeNeedToTalk #BlackLove To support our ministry: https://cash.app/$wnttalk Please SUBSCRIBE for more content!,"{'default': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nb9Vwb9HbF0/hqdefault.jpg', 'width': 480, 'height': 360}}",WeNeedToTalk,none,2024-06-06T00:15:06Z,nb9Vwb9HbF0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nb9Vwb9HbF0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
46,2024-06-05T23:53:49Z,UCjBw2SidW7wFElbmj9bgDjw,Reconstruction &#39;Expert&#39; RESPONDS to my critique,"We will discuss it all in this LIVESTREAM, so make sure you join us! Reviewing the written response served to TKM by Cicero ...","{'default': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/__qQ4JDCMus/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-06-05T23:53:49Z,__qQ4JDCMus,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/__qQ4JDCMus"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
13,2024-06-05T16:50:06Z,UCIxrFTHZybtTgq8X7itOAkQ,Searching For Vybz Kartel  In Jamaica ( Welcome To Gaza City Jamaica ),vybzkartel #jamaica #jamaicanmusic Explore the hidden side of Jamaica in this eye-opening video as i journey into an infamous ...,"{'default': {'url': 'https://i.ytimg.com/vi/RYqAitY1Vx0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RYqAitY1Vx0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RYqAitY1Vx0/hqdefault.jpg', 'width': 480, 'height': 360}}",Blackman Da Traveller,none,2024-06-05T16:50:06Z,RYqAitY1Vx0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RYqAitY1Vx0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
2,2024-06-05T16:45:12Z,UCW5NNtTSY5z5mENZ8dt-RCw,🇨🇱 Haitian Food In Santiago Chile,"Join me as I tour the streets of Santiago Chile to learn more about its people, its culture, and its economy In Chile. in this video, ...","{'default': {'url': 'https://i.ytimg.com/vi/RxBfRQo8ZBk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RxBfRQo8ZBk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RxBfRQo8ZBk/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-06-05T16:45:12Z,RxBfRQo8ZBk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RxBfRQo8ZBk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
