,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
23,2024-04-28T02:45:42Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Dr. Jill Stein expresses support for Chairman Omali Yeshitela and the Uhuru 3,"At her campaign event at the University City Library on Saturday, April 27, 2024, Dr. Jill Stein expressed support for Chairman ...","{'default': {'url': 'https://i.ytimg.com/vi/sMikIZWFExY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sMikIZWFExY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sMikIZWFExY/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-04-28T02:45:42Z,sMikIZWFExY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/sMikIZWFExY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
16,2024-04-28T00:43:04Z,UCPk29gUc_ltOGQ6f3Lh5kCg,Reelblack Live - KFC or Chick-Fl-A (4/27/2024) | Ask Me Anything,Molly is asleep in the other room. Feel free to ask me anything. What I answer is up to me. Please support this channel by ...,"{'default': {'url': 'https://i.ytimg.com/vi/0qHlk4LjUl0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0qHlk4LjUl0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0qHlk4LjUl0/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-04-28T00:43:04Z,0qHlk4LjUl0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0qHlk4LjUl0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
22,2024-04-27T22:40:51Z,UCJa58Tf70HC5q2oQDNBrJ2g,Set your goal and stick to it,,"{'default': {'url': 'https://i.ytimg.com/vi/XfbgGiSqBbE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XfbgGiSqBbE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XfbgGiSqBbE/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-04-27T22:40:51Z,XfbgGiSqBbE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XfbgGiSqBbE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
6,2024-04-27T22:00:04Z,UCRVsqvXIdgyPVS-a6fGa1lA,How Tech is Changing Our Search Habits,"In this clipof Market Mondays, hosts Rashad Bilal and Troy Millings dive into the evolving landscape of technology and its impact ...","{'default': {'url': 'https://i.ytimg.com/vi/CPZ_t6GoVuA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CPZ_t6GoVuA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CPZ_t6GoVuA/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-04-27T22:00:04Z,CPZ_t6GoVuA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CPZ_t6GoVuA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
30,2024-04-27T20:53:37Z,UCOhiR-6Y-MZtMERKRENrcRw,"Civil War Decoded, America get ready it&#39;s coming down to this.","This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/em-x99kChHg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/em-x99kChHg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/em-x99kChHg/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-04-27T20:53:37Z,em-x99kChHg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/em-x99kChHg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
25,2024-04-27T19:55:55Z,UClwrpH_Np9zk8uMwnMwu8Nw,Cooking My Favorite Food To Celebrate My 30Th Birthday In Jamaica 🇯🇲,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/DpeijgaPNBU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/DpeijgaPNBU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/DpeijgaPNBU/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-04-27T19:55:55Z,DpeijgaPNBU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/DpeijgaPNBU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
31,2024-04-27T19:45:43Z,UCepJ2MwkHah89uXokQVgUrA,Dream Betrayed? South Africa&#39;s 30 Years of &#39;Democracy&#39; | Our Documentary From S.A,"Dream Betrayed? South Africa's 30 Years of 'Democracy' | Our Doc From S.A On April 27th 1994, there was excitement across ...","{'default': {'url': 'https://i.ytimg.com/vi/i4-eBOYr5-w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/i4-eBOYr5-w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/i4-eBOYr5-w/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-04-27T19:45:43Z,i4-eBOYr5-w,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/i4-eBOYr5-w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
12,2024-04-27T18:40:45Z,UCKZGcrxRAhdUi58Mdr565mw,JCPenny Accused Of Being Racist For Featuring Single Black Mom While The White One Has A Family,Demetra Kaye reports on JCPenny accused of being racist for featuring a single Black mom while the White one has a family.,"{'default': {'url': 'https://i.ytimg.com/vi/2CezVKHsfyg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2CezVKHsfyg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2CezVKHsfyg/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-04-27T18:40:45Z,2CezVKHsfyg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/2CezVKHsfyg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
11,2024-04-27T18:30:36Z,UC-4h1XQ47sf0vbFwJvuBhEA,Kenya&#39;s TikTok Dilemma: Will the African Nation Follow Suit After US Tiktok Ban?,"After US TikTok Ban, Kenya Considers Another TikTok Ban - There is no denying that TikTok has emerged as one of the most ...","{'default': {'url': 'https://i.ytimg.com/vi/p4N6rhNW-_Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/p4N6rhNW-_Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/p4N6rhNW-_Q/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-04-27T18:30:36Z,p4N6rhNW-_Q,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/p4N6rhNW-_Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
26,2024-04-27T16:30:12Z,UCW5NNtTSY5z5mENZ8dt-RCw,The Black Indians Who Live in The Forrest - The Quilombo Abacatal,The Black Indians Of Brazil - Quilombo Abacatal My guest Info: The Quilombo Abacatal Vanuza whatsapp +5591985103574 my ...,"{'default': {'url': 'https://i.ytimg.com/vi/LLG8LM-eWUA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LLG8LM-eWUA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LLG8LM-eWUA/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-04-27T16:30:12Z,LLG8LM-eWUA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/LLG8LM-eWUA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
