,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
17,2024-02-24T03:36:44Z,UCABZ7Z6SBTp4IsARDceOq7w,"Christopher B. Duncan CHECKS &#39;Martin&#39; Beef Rumors, ‘White Wife&#39; Backlash, And Destroys Acting Game",https://www.hypeplustv.com/ - Christopher B. Duncan returns back to Comedy Hype to join Symphony in studio for Comedy Hype ...,"{'default': {'url': 'https://i.ytimg.com/vi/Ep8DqwPsb-4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ep8DqwPsb-4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ep8DqwPsb-4/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-24T03:36:44Z,Ep8DqwPsb-4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Ep8DqwPsb-4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
21,2024-02-24T02:22:30Z,UC2rmgVaijnf92nixlIZWGmg,"Voodoo Festival Tour Vlog: We Met King Toffa IX, One Of The Most Influential Kings In Benin","Voodoo Festival Tour Vlog: We Met King Toffa IX, One Of The Most Influential Kings In Benin Cash App: $amirdynast Patreon: ...","{'default': {'url': 'https://i.ytimg.com/vi/JQTycYtXXhA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JQTycYtXXhA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JQTycYtXXhA/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-24T02:22:30Z,JQTycYtXXhA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JQTycYtXXhA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
6,2024-02-24T00:00:21Z,UCRVsqvXIdgyPVS-a6fGa1lA,The Power of Street Teams,"In this clip, host Rashad Bilal and guest Ericka Pittman delve into the significance of street teams in marketing and the evolution of ...","{'default': {'url': 'https://i.ytimg.com/vi/ip3kA3hnMyU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ip3kA3hnMyU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ip3kA3hnMyU/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-24T00:00:21Z,ip3kA3hnMyU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ip3kA3hnMyU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
12,2024-02-23T22:30:00Z,UCKZGcrxRAhdUi58Mdr565mw,Stop! You May Have Been Drinking Water The Wrong Way,Rosemarie Havsome reports on the importance of learning how to drink water the correct way. Check out the rest of her five part ...,"{'default': {'url': 'https://i.ytimg.com/vi/3Q1AoQswmQk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3Q1AoQswmQk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3Q1AoQswmQk/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-23T22:30:00Z,3Q1AoQswmQk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3Q1AoQswmQk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
14,2024-02-23T22:26:51Z,UCMe6CgCi6TSZX1tUxuUvCGg,WEEKEND UPDATES LIVE ON Pan-African Daily TV Channel 1,"King Maponga Live from BRAZIL, Exclusive guest - Prof Joomaay FAYE and More ...","{'default': {'url': 'https://i.ytimg.com/vi/JY_3w4_oOo8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JY_3w4_oOo8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JY_3w4_oOo8/hqdefault.jpg', 'width': 480, 'height': 360}}",Pan-African Daily TV,none,2024-02-23T22:26:51Z,JY_3w4_oOo8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JY_3w4_oOo8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
36,2024-02-23T22:03:05Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Did they pass the vibe check? - Comedian Tony Baker - Chocolate Sundaes Comedy,"Sign up for our Patreon for the full clip! https://www.patreon.com/chocolatesundaes Like, comment, and subscribe for more ...","{'default': {'url': 'https://i.ytimg.com/vi/56DvDHaGCiQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/56DvDHaGCiQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/56DvDHaGCiQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-02-23T22:03:05Z,56DvDHaGCiQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/56DvDHaGCiQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
7,2024-02-23T22:00:24Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Time Management As An Entrepreneur - David Shands - Social Proof Podcast ep. 440,Watch Full Episode: https://youtu.be/Mh-T3IjnslE?si=Uhd_DfKoa4CS7eRh #entrepreneur #smallbusiness #podcast #howto In this ...,"{'default': {'url': 'https://i.ytimg.com/vi/uMWanOmOvUI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uMWanOmOvUI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uMWanOmOvUI/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-23T22:00:24Z,uMWanOmOvUI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uMWanOmOvUI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
4,2024-02-23T21:39:16Z,UCh2ANLALdN1OZUJKmvchkkg,Are Scientists Lying To Us? | Ancient Egyptians&#39; RACE THEORY SOLVED in 8 Minutes,"It's important to remind you of the context. The debate about ancient Egypt's origins and ethnicity has persisted for decades, even ...","{'default': {'url': 'https://i.ytimg.com/vi/_mtoCRR0LTk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_mtoCRR0LTk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_mtoCRR0LTk/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-23T21:39:16Z,_mtoCRR0LTk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/_mtoCRR0LTk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
32,2024-02-23T21:16:29Z,UC4m46pCBkMEyy8gk26WKqbA,Lewis Belt &amp; Rob Kazi talks New Orleans &amp; Bay Area comedy skits and stand up,THE CALI KICKBACK TOUR https://linktr.ee/lewisbelt Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/OgwEacQr09M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OgwEacQr09M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OgwEacQr09M/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-23T21:16:29Z,OgwEacQr09M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OgwEacQr09M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
20,2024-02-23T20:00:07Z,UCi2uaWdy6OTf4Ty7DVC_7lw,Hard Decision AFTER Betrayals ( beyond Words  ) !!!,"Hello family , welcome to my YouTube channel iam_marwa ,OUR 30 day Party Has Officially ENDED ,OUR DOOR ARE CLOSED ...","{'default': {'url': 'https://i.ytimg.com/vi/XBDMrsxwogw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XBDMrsxwogw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XBDMrsxwogw/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-02-23T20:00:07Z,XBDMrsxwogw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XBDMrsxwogw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
