Unnamed: 0,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
32,2024-02-10T00:45:57Z,UC4m46pCBkMEyy8gk26WKqbA,Loon in the Trap ! | 85 South Show Podcast | 02.09.2024,Loon in the Trap ! Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/WQiclJYWa_w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WQiclJYWa_w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WQiclJYWa_w/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-10T00:45:57Z,WQiclJYWa_w,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WQiclJYWa_w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
7,2024-02-09T23:49:01Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Why You Should Start A Podcast For Your Business - David Shands - Social Proof Podcast ep. 436,Watch Full Episode: https://www.youtube.com/watch?v=ssc0MjNHgvI #entrepreneur #smallbusiness #podcast #howto In this ...,"{'default': {'url': 'https://i.ytimg.com/vi/jtvLkml92Fg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/jtvLkml92Fg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/jtvLkml92Fg/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-09T23:49:01Z,jtvLkml92Fg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/jtvLkml92Fg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
6,2024-02-09T23:00:01Z,UCRVsqvXIdgyPVS-a6fGa1lA,Analyzing Uber&#39;s Success with Dara Khosrowshahi,"In this episode, Rashad Bilal dives into the success of Uber under the leadership of Dara Khosrowshahi. Join the discussion on ...","{'default': {'url': 'https://i.ytimg.com/vi/1cCb7vigyGY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1cCb7vigyGY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1cCb7vigyGY/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-09T23:00:01Z,1cCb7vigyGY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1cCb7vigyGY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
21,2024-02-09T22:17:00Z,UC2rmgVaijnf92nixlIZWGmg,ARE YOU A PAN-AFRICANIST?/ PRINCE DYNAST AMIR,Patreon: https://www.patreon.com/searchforuhuru Instagram: Princedynastamir instagram: Africapersonified Facebook: ...,"{'default': {'url': 'https://i.ytimg.com/vi/OsFhweSt418/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OsFhweSt418/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OsFhweSt418/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-09T22:17:00Z,OsFhweSt418,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OsFhweSt418"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
19,2024-02-09T21:19:51Z,UCG7uFJVZsxQRwDssom9Pavw,"Protests have Erupted Outside US, UK, France Embassies in the DRC Kinshasa","Protests have erupted Outside the French and British Embassies in the DRC Kinshasa Protests against the US, UK, France and ...","{'default': {'url': 'https://i.ytimg.com/vi/PALgChCGnu4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PALgChCGnu4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PALgChCGnu4/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-02-09T21:19:51Z,PALgChCGnu4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/PALgChCGnu4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
20,2024-02-09T20:00:11Z,UCi2uaWdy6OTf4Ty7DVC_7lw,Rich Peoples&#39; Problems look like😭 - AFRICA !!!,"Hello family , welcome to my YouTube channel iam_marwa ,OUR 30 day Party Has Officially ENDED ( Extreme ) !!! See How Rich ...","{'default': {'url': 'https://i.ytimg.com/vi/E4Xyw7hLzZg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/E4Xyw7hLzZg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/E4Xyw7hLzZg/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-02-09T20:00:11Z,E4Xyw7hLzZg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/E4Xyw7hLzZg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
12,2024-02-09T19:30:05Z,UCKZGcrxRAhdUi58Mdr565mw,President Von Der Leyen Brags About Training Africans For EU Global Gateway Initiative,Vicki Dillard covers EU's President von der Leyen address at the Italy-Africa #GlobalGateway Summit. The president brags about ...,"{'default': {'url': 'https://i.ytimg.com/vi/ZXZ0vgx9xEM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZXZ0vgx9xEM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZXZ0vgx9xEM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-09T19:30:05Z,ZXZ0vgx9xEM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZXZ0vgx9xEM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
17,2024-02-09T19:08:26Z,UCABZ7Z6SBTp4IsARDceOq7w,Katt Williams Finally Responds To Mo&#39;Nique&#39;s &#39;Club Shay Shay&#39; Interview - CH News,https://www.hypeplustv.com/ - Katt Williams has looked to finally share his reaction to Mo'Nique's conversation with Shannon ...,"{'default': {'url': 'https://i.ytimg.com/vi/CoAFj2kKTfo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CoAFj2kKTfo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CoAFj2kKTfo/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-09T19:08:26Z,CoAFj2kKTfo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CoAFj2kKTfo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
11,2024-02-09T19:00:10Z,UC-4h1XQ47sf0vbFwJvuBhEA,ECOWAS Asks Senegal To Reverse The Presidential Election Delay That’s Caused An Uproar,"On Saturday, February 3rd, 2024, Senegalese President Macky Sall announced the abrupt postponement of the country's ...","{'default': {'url': 'https://i.ytimg.com/vi/Q9M49ZfD9nY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Q9M49ZfD9nY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Q9M49ZfD9nY/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-02-09T19:00:10Z,Q9M49ZfD9nY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Q9M49ZfD9nY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
31,2024-02-09T18:42:20Z,UCepJ2MwkHah89uXokQVgUrA,Killer Mike Grammy Arrest Racist? #Shorts,"Here's a question for you. Was the arrest of Black rapper, Killer Mike, at the Grammys racist? Well, that's what Atlanta-based Hip ...","{'default': {'url': 'https://i.ytimg.com/vi/KdUCTQBehQ8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KdUCTQBehQ8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KdUCTQBehQ8/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-09T18:42:20Z,KdUCTQBehQ8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KdUCTQBehQ8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
