,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
1,2024-07-17T02:16:19Z,UCTis64XH8HrxE7GhEkA6YmA,Spain has DOMINATED football since 2001 🇪🇸 #soccer #football #spain #españa,,"{'default': {'url': 'https://i.ytimg.com/vi/Wv063o2OC_Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Wv063o2OC_Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Wv063o2OC_Y/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASIDE Media,none,2024-07-17T02:16:19Z,Wv063o2OC_Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Wv063o2OC_Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
19,2024-07-17T00:00:29Z,UCRVsqvXIdgyPVS-a6fGa1lA,The Disappearance of the Middle Class,"Welcome to ""Black Out with Ian & Rashad"", where hosts Rashad Bilal and Ian Dunlap tackle pressing topics that matter now more ...","{'default': {'url': 'https://i.ytimg.com/vi/bXznjNCwAy0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bXznjNCwAy0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bXznjNCwAy0/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-07-17T00:00:29Z,bXznjNCwAy0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bXznjNCwAy0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
18,2024-07-16T22:38:14Z,UCwbP4USYrniJGROwQNiwH-Q,Women Don&#39;t Want HEALTHY Relationships #manospheredaily #relationships #modernrelationships #toxic,Book Your 1-On-1 60-Minute Advice Consultations Here: https://calendly.com/deedeewoods4real Join My Patreon Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/JK8XvpFd0XU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JK8XvpFd0XU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JK8XvpFd0XU/hqdefault.jpg', 'width': 480, 'height': 360}}",DeeDee,none,2024-07-16T22:38:14Z,JK8XvpFd0XU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JK8XvpFd0XU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
44,2024-07-16T22:30:03Z,UC4m46pCBkMEyy8gk26WKqbA,Bas &amp; Blxckie | Dreamville Festival | Season 003 | Episode 12,85southshow Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/OkbYYbYWJ2E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OkbYYbYWJ2E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OkbYYbYWJ2E/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-07-16T22:30:03Z,OkbYYbYWJ2E,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OkbYYbYWJ2E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
6,2024-07-16T22:00:26Z,UCJa58Tf70HC5q2oQDNBrJ2g,The Importance Of African Diaspora Storytelling - What You Need To Learn About Storytelling,"The importance of African Diaspora storytelling lies in its ability to preserve and convey the rich cultural heritage, history, and ...","{'default': {'url': 'https://i.ytimg.com/vi/mKVdfMiAixA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mKVdfMiAixA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mKVdfMiAixA/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora Storytelling,none,2024-07-16T22:00:26Z,mKVdfMiAixA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mKVdfMiAixA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
14,2024-07-16T21:55:35Z,UCiinSjWS3E0vtAa3DCvp7iA,Kenya’s Youth Are Rising Up Against U.S.-IMF Control and Aren’t Backing Down,The Kenyan people successfully defeated a deeply unpopular finance bill that threatened to worsen Kenya's already-dire poverty ...,"{'default': {'url': 'https://i.ytimg.com/vi/ywVWnhJjYBI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ywVWnhJjYBI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ywVWnhJjYBI/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2024-07-16T21:55:35Z,ywVWnhJjYBI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ywVWnhJjYBI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-07-16T21:35:15Z,UCrPq2ekHx2vZtuyG3wUx0_g,Why Marcus Garvey Was A Threat To White Supremacy | Dr. Amos Wilson Clip,OTSOG Book Review List link: https://amzn.to/4b5LcrU cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us ...,"{'default': {'url': 'https://i.ytimg.com/vi/H5h8eYYfwi8/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H5h8eYYfwi8/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H5h8eYYfwi8/hqdefault_live.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,upcoming,2024-07-16T21:35:15Z,H5h8eYYfwi8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/H5h8eYYfwi8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
39,2024-07-16T21:33:53Z,UC2rmgVaijnf92nixlIZWGmg,Why Africa Is A Better Long Term Investment Than The Childless Western World.,Why Africa Is A Better Long Term Investment Than The Childless Western World. Cash App: $amirdynast Please Subscribe ...,"{'default': {'url': 'https://i.ytimg.com/vi/IrGE2f1Vqys/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IrGE2f1Vqys/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IrGE2f1Vqys/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-07-16T21:33:53Z,IrGE2f1Vqys,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IrGE2f1Vqys"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
16,2024-07-16T21:00:16Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Caitlin Clark is White People&#39;s Hero @rell821  - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/Sj9l4NlLATs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Sj9l4NlLATs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Sj9l4NlLATs/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-07-16T21:00:16Z,Sj9l4NlLATs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Sj9l4NlLATs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
11,2024-07-16T21:00:03Z,UCTNr0N__QwstBhgCtvQcjhA,Jasmine Crockett:Highlights from EPA Oversight Hearing | BlackDiscoveries.com,"Welcome to an in-depth look at the key moments from the EPA Oversight Hearing, featuring Representative Jasmine Crockett.","{'default': {'url': 'https://i.ytimg.com/vi/5F3OklacucQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5F3OklacucQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5F3OklacucQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-07-16T21:00:03Z,5F3OklacucQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5F3OklacucQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
