,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
50,2024-07-15T20:10:06Z,UCHVBLMcvOgDtFEF2bToQLqw,Not descendants of Ancient Hebrews not natives NO PROOF,EXPOSED They have NO PROOF no evidence.,"{'default': {'url': 'https://i.ytimg.com/vi/rfSYC1GE9CU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rfSYC1GE9CU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rfSYC1GE9CU/hqdefault.jpg', 'width': 480, 'height': 360}}",We Woke Now,none,2024-07-15T20:10:06Z,rfSYC1GE9CU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/rfSYC1GE9CU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
5,2024-07-15T20:09:47Z,UCKZGcrxRAhdUi58Mdr565mw,Europeans Erasing Africanness of African Heroes in Europe,Naledi Mfoloe reports on the insightful commentary on the complexities of identity and achievement for Africans in Europe.,"{'default': {'url': 'https://i.ytimg.com/vi/bSyApfg9yAU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bSyApfg9yAU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bSyApfg9yAU/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-07-15T20:09:47Z,bSyApfg9yAU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bSyApfg9yAU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
45,2024-07-15T19:16:38Z,UCLjzzg-cFWpEEjnWCOpXp3Q,"Address to the African Nation: &quot;What About Free Speech, America?&quot;",Chairman Omali Yeshitela speaks on the apparent assassination attempt of former U.S. president Donald Trump and the issue of ...,"{'default': {'url': 'https://i.ytimg.com/vi/ymxrASXRnLU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ymxrASXRnLU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ymxrASXRnLU/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-07-15T19:16:38Z,ymxrASXRnLU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ymxrASXRnLU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
25,2024-07-15T18:00:06Z,UCi2uaWdy6OTf4Ty7DVC_7lw,"HOT WATER THAT IS COLD SAGA 🥶 , he is Fired  !!!",After travelling 10 South African Countries we are back home and it's time for New Super Expensive Furniture For My VILLA ...,"{'default': {'url': 'https://i.ytimg.com/vi/bactbiQPiR0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bactbiQPiR0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bactbiQPiR0/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-07-15T18:00:06Z,bactbiQPiR0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bactbiQPiR0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
47,2024-07-15T17:44:06Z,UC-4h1XQ47sf0vbFwJvuBhEA,Kenya to Unleash Controversial Genetically Modified Mosquitoes,Kenya to Unleash Controversial Genetically Modified Mosquitoes - Have you ever wondered if mosquitoes could be the key to ...,"{'default': {'url': 'https://i.ytimg.com/vi/W5BD3MmfXOA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/W5BD3MmfXOA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/W5BD3MmfXOA/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-07-15T17:44:06Z,W5BD3MmfXOA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/W5BD3MmfXOA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
6,2024-07-15T17:16:41Z,UCJa58Tf70HC5q2oQDNBrJ2g,How To Overcome Nostalgia With Storytelling In The African Diaspora Community: Diaspora Storytelling,"Overcoming nostalgia with storytelling in the African Diaspora is a powerful way to connect with one's roots, share cultural ...","{'default': {'url': 'https://i.ytimg.com/vi/o1hAEkoEXyQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/o1hAEkoEXyQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/o1hAEkoEXyQ/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora Storytelling,none,2024-07-15T17:16:41Z,o1hAEkoEXyQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/o1hAEkoEXyQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
39,2024-07-15T17:08:08Z,UC2rmgVaijnf92nixlIZWGmg,A Few of Your Favorite Pan Africans Were Republicans.,A Few of Your Favorite Pan Africans Were Republicans. Please Subscribe Patreon: https://www.patreon.com/searchforuhuru ...,"{'default': {'url': 'https://i.ytimg.com/vi/6rqsLbCXtF8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6rqsLbCXtF8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6rqsLbCXtF8/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-07-15T17:08:08Z,6rqsLbCXtF8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6rqsLbCXtF8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
31,2024-07-15T17:00:31Z,UC4YZVeGnDXzEfjGcZG-d6oQ,Is there evidence we never went to the moon?,A long debated topic is the moon landing. Some say its a hoax; some say we really went. What evidences have you found for ...,"{'default': {'url': 'https://i.ytimg.com/vi/_UrhXPZ-byM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_UrhXPZ-byM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_UrhXPZ-byM/hqdefault.jpg', 'width': 480, 'height': 360}}",meandepiphany,none,2024-07-15T17:00:31Z,_UrhXPZ-byM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/_UrhXPZ-byM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
44,2024-07-15T16:39:38Z,UC4m46pCBkMEyy8gk26WKqbA,😂😂😂 Detroit Live July 20th! https://www.ticketmaster.com/event/08006085DEE25647,,"{'default': {'url': 'https://i.ytimg.com/vi/860_dxsFBr8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/860_dxsFBr8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/860_dxsFBr8/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-07-15T16:39:38Z,860_dxsFBr8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/860_dxsFBr8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
29,2024-07-15T16:37:06Z,UC1ettU5YSf_nIOJWffCKGQw,Brave Kenyan activist shuts down the court over government accountability,Julius Kamau lectures the court and the general public over their silence on numerous atrocities in Kenya and western ...,"{'default': {'url': 'https://i.ytimg.com/vi/vTZJrzFxpf8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vTZJrzFxpf8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vTZJrzFxpf8/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-07-15T16:37:06Z,vTZJrzFxpf8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vTZJrzFxpf8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
24,2024-07-15T14:49:39Z,UCwZ2vurIl_X8rv0Dv4mu12A,Burning Spear &quot;Artist Can&#39;t Search For Lyrics and Melody They Just Come When The Time Is...&quot;,Become A 'I Never Knew Tv' Youtube Member: https://www.youtube.com/channel/UCwZ2vurIl_X8rv0Dv4mu12A/join Enjoy 'Throw ...,"{'default': {'url': 'https://i.ytimg.com/vi/Gnj7SPu6gAI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Gnj7SPu6gAI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Gnj7SPu6gAI/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-07-15T14:49:39Z,Gnj7SPu6gAI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Gnj7SPu6gAI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
11,2024-07-15T13:01:01Z,UCTNr0N__QwstBhgCtvQcjhA,Jumping the Broom: Rich Tradition of Black Weddings Explained | BlackDiscoveries.com,"In this video, we look into the rich tradition of Jumping the Broom, a significant and cherished custom in Black weddings. Discover ...","{'default': {'url': 'https://i.ytimg.com/vi/rQLpp4bvTkc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rQLpp4bvTkc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rQLpp4bvTkc/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-07-15T13:01:01Z,rQLpp4bvTkc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/rQLpp4bvTkc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
22,2024-07-15T12:00:54Z,UCC0XWOgSBcwNstXbPX2cbpg,Africa is Recycling Thieves And Educated Illiterates into Power - Brian Kagoro,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com Corruption is the abuse of entrusted ...","{'default': {'url': 'https://i.ytimg.com/vi/klAD4DP5Or4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/klAD4DP5Or4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/klAD4DP5Or4/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2024-07-15T12:00:54Z,klAD4DP5Or4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/klAD4DP5Or4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
12,2024-07-15T11:15:00Z,UCWCreFX8bTVLJ6Y9lh6eZ5A,Rare Tapes Reveal the Haunting Voices of Enslaved People!,We need your support! Please consider buying us a coffee to help sustain and grow our content. Your contribution directly fuels ...,"{'default': {'url': 'https://i.ytimg.com/vi/9nB5ItpnaxQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9nB5ItpnaxQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9nB5ItpnaxQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Journals,none,2024-07-15T11:15:00Z,9nB5ItpnaxQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/9nB5ItpnaxQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
0,2024-07-14T20:53:10Z,UCG7uFJVZsxQRwDssom9Pavw,Niger Accuses France of Recolonization Plot Amid New African Sahel Union,Niger Accuses France of Recolonization Plot Amid New African Sahel Union https://youtu.be/nXS_jdepgEw #africanews ...,"{'default': {'url': 'https://i.ytimg.com/vi/nXS_jdepgEw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nXS_jdepgEw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nXS_jdepgEw/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-07-14T20:53:10Z,nXS_jdepgEw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nXS_jdepgEw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
55,2024-07-14T15:00:21Z,UCZEMyEeGRnkGERZTWEGLGPg,Martin Tried To Warn You,Martin Tried To Warn You -------------------------------------------- Unlocked Minds Bundle: The ONLY bundle that teaches you our ...,"{'default': {'url': 'https://i.ytimg.com/vi/JG674PM0PYw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JG674PM0PYw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JG674PM0PYw/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Culture Unlocked,none,2024-07-14T15:00:21Z,JG674PM0PYw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JG674PM0PYw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
53,2024-07-13T18:24:07Z,UClwrpH_Np9zk8uMwnMwu8Nw,I Went To The Most Beautiful Beach In Trinidad &amp; This Happened….,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/zmfOC02Ksvo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zmfOC02Ksvo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zmfOC02Ksvo/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-07-13T18:24:07Z,zmfOC02Ksvo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/zmfOC02Ksvo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
41,2024-07-13T15:45:03Z,UC4lH-odQ5ll-85fkpWxDYmA,Picking Uber Riders with my New Lamborghini in Lagos | See Reactions!,"In today's episode, I Picked Uber Riders with a Lamborghini in Lagos to put smiles on people's faces. Enjoy SIGNUP TO LEARN ...","{'default': {'url': 'https://i.ytimg.com/vi/SnodiLAKcnE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SnodiLAKcnE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SnodiLAKcnE/hqdefault.jpg', 'width': 480, 'height': 360}}",Steven Ndukwu,none,2024-07-13T15:45:03Z,SnodiLAKcnE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/SnodiLAKcnE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
52,2024-07-13T14:45:02Z,UCIwGnOXoSXEI7Tooz3iKq5w,#OOPART-: ANOMALIES in African history. Objects that just shouldn’t be there.,Join this channel to get access to perks: https://www.youtube.com/channel/UCIwGnOXoSXEI7Tooz3iKq5w/join ...,"{'default': {'url': 'https://i.ytimg.com/vi/v85ahLIGs78/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/v85ahLIGs78/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/v85ahLIGs78/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-07-13T14:45:02Z,v85ahLIGs78,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/v85ahLIGs78"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
