,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds
6,2024-02-06T03:30:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Meta Stock Surge, 2024 Market Crash?, Political Power, Trump vs Biden &amp; Black Media ft Roland Martin","In this episode of Market Mondays, we dive deep into the recent financial performances and groundbreaking product launches ...","{'default': {'url': 'https://i.ytimg.com/vi/7suYYUxbiSU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7suYYUxbiSU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7suYYUxbiSU/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-06T03:30:07Z,7suYYUxbiSU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7suYYUxbiSU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
17,2024-02-06T02:26:11Z,UCABZ7Z6SBTp4IsARDceOq7w,HYPE MIC MONDAYS | Live From Atlanta 🔥,"https://www.hypeplustv.com/ - If you enjoy the jokes, tip us! De'Anthony Turner hosts a night of HYPE MIC live from Atlanta.","{'default': {'url': 'https://i.ytimg.com/vi/GqsVEsBkoLM/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GqsVEsBkoLM/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GqsVEsBkoLM/hqdefault_live.jpg', 'width': 480, 'height': 360}}",Comedy Hype,live,2024-02-06T02:26:11Z,GqsVEsBkoLM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/GqsVEsBkoLM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
8,2024-02-06T02:00:19Z,UCKLSjhp6XZUEYDT1DMcrj8w,"President Kagame Africa must STOP begging, POWERFUL Lecture","Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/p8UfkjIoauU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/p8UfkjIoauU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/p8UfkjIoauU/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-02-06T02:00:19Z,p8UfkjIoauU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/p8UfkjIoauU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
18,2024-02-05T23:53:34Z,UCrPq2ekHx2vZtuyG3wUx0_g,When Black Power Gets Whitewashed | Ron Karenga &amp; Kwanzaa Breakdown Clip,cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us at www.ontheshoulders1.com or ...,"{'default': {'url': 'https://i.ytimg.com/vi/cYNEnSIzuxo/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cYNEnSIzuxo/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cYNEnSIzuxo/hqdefault_live.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,upcoming,2024-02-05T23:53:34Z,cYNEnSIzuxo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cYNEnSIzuxo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
21,2024-02-05T23:51:57Z,UC2rmgVaijnf92nixlIZWGmg,CAN YOU BE A PAN-AFRICANIST AND VOTE REPUBLICAN ?,"Peace, family, I am back to ask a provocative and evocative question: Can You Be A Pan-Africanisty and Vote Republican? Tap in ...","{'default': {'url': 'https://i.ytimg.com/vi/72w1yfYv1yk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/72w1yfYv1yk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/72w1yfYv1yk/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-05T23:51:57Z,72w1yfYv1yk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/72w1yfYv1yk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
22,2024-02-05T23:00:00Z,UCJa58Tf70HC5q2oQDNBrJ2g,Learn To Spread Your Story Across By Correctly Packaging It For Market - The Diaspora Storytelling,Let's embark on a journey to effectively share our narrative by skillfully packaging it for the market. It's time to master the art of ...,"{'default': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-02-05T23:00:00Z,-6NtgWOyFIs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-6NtgWOyFIs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
7,2024-02-05T22:00:02Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Choose Yourself - James Altucher - Social Proof Podcast ep. 435,Watch Full Episode: https://youtu.be/EozyN51mb0A?si=R7GLAzNPJTVfubHD #entrepreneur #smallbusiness #podcast #howto In ...,"{'default': {'url': 'https://i.ytimg.com/vi/62PEpPGE698/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/62PEpPGE698/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/62PEpPGE698/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-05T22:00:02Z,62PEpPGE698,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/62PEpPGE698"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
11,2024-02-05T19:45:00Z,UC-4h1XQ47sf0vbFwJvuBhEA,Tension grows as Macky Sall cancels Senegal election - Why has Macky Sall postponed elections?,Tension grows as President Macky Sall cancels Senegal election - Why has Macky Sall postponed elections?It is common ...,"{'default': {'url': 'https://i.ytimg.com/vi/Bd4BgI4FveU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Bd4BgI4FveU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Bd4BgI4FveU/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-02-05T19:45:00Z,Bd4BgI4FveU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Bd4BgI4FveU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
12,2024-02-05T18:26:04Z,UCKZGcrxRAhdUi58Mdr565mw,U.S Secretary Of State Antony Blinken Admits That The Existence Of The West Depends On Africa,Wongel Zelalem reports on U.S Secretary of State Antony Blinken admitting that the West needs Africa to exist.,"{'default': {'url': 'https://i.ytimg.com/vi/q6xeoaK3FCs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/q6xeoaK3FCs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/q6xeoaK3FCs/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-05T18:26:04Z,q6xeoaK3FCs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/q6xeoaK3FCs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
10,2024-02-05T18:13:26Z,UC1ettU5YSf_nIOJWffCKGQw,How jewish people nearly turned a part of Africa into israel | Uganda scheme,"How jewish people at the 7th zionist congress nearly turned a part of Africa into a state of Israel, under the plan known as Uganda ...","{'default': {'url': 'https://i.ytimg.com/vi/CqDP0HRUwro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CqDP0HRUwro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CqDP0HRUwro/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-02-05T18:13:26Z,CqDP0HRUwro,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CqDP0HRUwro"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
