Unnamed: 0,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
31,2024-02-08T03:15:00Z,UCepJ2MwkHah89uXokQVgUrA,"⚠️ Warning: Africans, Don&#39;t Move To Canada #Shorts","Listen to this warning about Africans migrating to Canada, only to accept jobs requiring lower qualifications than the ones they ...","{'default': {'url': 'https://i.ytimg.com/vi/5-M2Q1PbRQ4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5-M2Q1PbRQ4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5-M2Q1PbRQ4/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-08T03:15:00Z,5-M2Q1PbRQ4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5-M2Q1PbRQ4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
21,2024-02-08T02:41:34Z,UC2rmgVaijnf92nixlIZWGmg,Zangbeto and I Having a Conversation. What’s Inside It? #africa #travel #benin #cotonou #culture,,"{'default': {'url': 'https://i.ytimg.com/vi/o9EacyPfZJQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/o9EacyPfZJQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/o9EacyPfZJQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-08T02:41:34Z,o9EacyPfZJQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/o9EacyPfZJQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
18,2024-02-08T02:37:49Z,UCrPq2ekHx2vZtuyG3wUx0_g,"White Is Beautiful, Black Is Ugly | Post Traumatic Slave Syndrome Book Review Clip",cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us at www.ontheshoulders1.com or ...,"{'default': {'url': 'https://i.ytimg.com/vi/Fywwlu_KvG8/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Fywwlu_KvG8/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Fywwlu_KvG8/hqdefault_live.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,upcoming,2024-02-08T02:37:49Z,Fywwlu_KvG8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Fywwlu_KvG8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Social Issues
17,2024-02-08T01:28:08Z,UCABZ7Z6SBTp4IsARDceOq7w,Mo&#39;Nique Reveals How Kevin Hart Betrayed Her On &#39;Club Shay Shay&#39; Podcast - CH News,https://www.hypeplustv.com/ - Mo'Nique's interview on Club Shay Shay continues to circulate online and this time we learn about ...,"{'default': {'url': 'https://i.ytimg.com/vi/AuLs8eRzWDg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AuLs8eRzWDg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AuLs8eRzWDg/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-08T01:28:08Z,AuLs8eRzWDg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/AuLs8eRzWDg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
6,2024-02-08T00:00:36Z,UCRVsqvXIdgyPVS-a6fGa1lA,From NBA Brotherhood to Business Partnership,"Join Rashad Bilal and Troy Millings in this engaging episode, where they sit down with NBA veterans Andre Iguodala and Evan ...","{'default': {'url': 'https://i.ytimg.com/vi/ei_HevHnTu8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ei_HevHnTu8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ei_HevHnTu8/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-08T00:00:36Z,ei_HevHnTu8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ei_HevHnTu8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
7,2024-02-07T22:00:02Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Think Outside The Box - James Altucher - Social Proof Podcast ep. 435,Watch Full Episode: https://youtu.be/EozyN51mb0A?si=R7GLAzNPJTVfubHD #entrepreneur #smallbusiness #podcast #howto In ...,"{'default': {'url': 'https://i.ytimg.com/vi/13w4_QozOYA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/13w4_QozOYA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/13w4_QozOYA/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-07T22:00:02Z,13w4_QozOYA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/13w4_QozOYA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
8,2024-02-07T20:44:48Z,UCKLSjhp6XZUEYDT1DMcrj8w,South Africa: Malema banned from attending SONA,A South African court on Tuesday upheld a ban on opposition party leaders from attending President Cyril Ramaphosa's speech ...,"{'default': {'url': 'https://i.ytimg.com/vi/55QWJIIibmA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/55QWJIIibmA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/55QWJIIibmA/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-02-07T20:44:48Z,55QWJIIibmA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/55QWJIIibmA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
30,2024-02-07T19:57:51Z,UCOhiR-6Y-MZtMERKRENrcRw,Social media from America is changing African culture,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x3ujmjQUJFg/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-02-07T19:57:51Z,x3ujmjQUJFg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/x3ujmjQUJFg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
11,2024-02-07T19:30:00Z,UC-4h1XQ47sf0vbFwJvuBhEA,"Africa Is Home To All Minerals Key To Global Energy Transition, SA President","Africa Is Home To All Minerals Key To Global Energy Transition, SA President - The demand for sustainable energy continues to ...","{'default': {'url': 'https://i.ytimg.com/vi/5_CaelUcWGw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5_CaelUcWGw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5_CaelUcWGw/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-02-07T19:30:00Z,5_CaelUcWGw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5_CaelUcWGw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
19,2024-02-07T19:10:02Z,UCG7uFJVZsxQRwDssom9Pavw,South African President Does Water Challenge Congratulates Tyla for Grammy,South African Ramaphosa president participates in Water Challenge and Congratulates Tyler for Grammy Win. South African ...,"{'default': {'url': 'https://i.ytimg.com/vi/Nbaw51xJOJ4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Nbaw51xJOJ4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Nbaw51xJOJ4/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-02-07T19:10:02Z,Nbaw51xJOJ4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Nbaw51xJOJ4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
