Unnamed: 0,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
21,2024-02-09T00:40:30Z,UC2rmgVaijnf92nixlIZWGmg,"No matter how much I travel, I’m still amazed by planes. #africa #travel #naija #nigeria",,"{'default': {'url': 'https://i.ytimg.com/vi/3UH2C6mPbQA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3UH2C6mPbQA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3UH2C6mPbQA/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-09T00:40:30Z,3UH2C6mPbQA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3UH2C6mPbQA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
9,2024-02-09T00:30:05Z,UCl6to6J7oVltnhHEVm1s87A,"Polly Jackson, an escaped slave who as an agent on the Underground Railroad helping others escape.",theperspective #africanhistory #africanews #africax5 She was known for fighting off slave catchers with a butcher knife and a ...,"{'default': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/4ci-PCvW1og/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-09T00:30:05Z,4ci-PCvW1og,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/4ci-PCvW1og"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
6,2024-02-09T00:00:35Z,UCRVsqvXIdgyPVS-a6fGa1lA,NBA Africa: The Frontier for Basketball,"In this thought-provoking episode, hosts Rashad Bilal and Troy Millings engage in a captivating conversation about the future of ...","{'default': {'url': 'https://i.ytimg.com/vi/set6Nsy24JQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/set6Nsy24JQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/set6Nsy24JQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-09T00:00:35Z,set6Nsy24JQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/set6Nsy24JQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
17,2024-02-08T23:34:38Z,UCABZ7Z6SBTp4IsARDceOq7w,Mo&#39;Nique Fires Back At DL Hughley Over Insults After &#39;Club Shay Shay&#39; Interview - CH News,https://www.comedyhype.com/ - Mo'Nique would take to Instagram to respond to DL Hughley's insults he would make following ...,"{'default': {'url': 'https://i.ytimg.com/vi/JWyoybnRzeM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JWyoybnRzeM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JWyoybnRzeM/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-08T23:34:38Z,JWyoybnRzeM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JWyoybnRzeM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
7,2024-02-08T22:00:01Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Is College A Scam? - James Altucher - Social Proof Podcast ep. 435,Watch Full Episode: https://youtu.be/EozyN51mb0A?si=R7GLAzNPJTVfubHD #entrepreneur #smallbusiness #podcast #howto In ...,"{'default': {'url': 'https://i.ytimg.com/vi/1oqttqo3UHg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1oqttqo3UHg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1oqttqo3UHg/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-08T22:00:01Z,1oqttqo3UHg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1oqttqo3UHg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
4,2024-02-08T21:05:16Z,UCh2ANLALdN1OZUJKmvchkkg,Who Were The Ancient Ethiopians? Ancestors of The Egyptians...,Did you know that? Get all our books here: https://mrimhotep.org/shop Pre-order My African Icons 2 here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-08T21:05:16Z,vyXtYozGb80,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vyXtYozGb80"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
31,2024-02-08T19:38:28Z,UCepJ2MwkHah89uXokQVgUrA,African Stream On Ground As Nigeria Heads To Finals #Shorts,"On 7 February, African Stream journalist Inem Richardson, herself of the Nigerian diaspora, was on the ground in Bouaké, Ivory ...","{'default': {'url': 'https://i.ytimg.com/vi/IZz4skkrwxo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IZz4skkrwxo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IZz4skkrwxo/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-08T19:38:28Z,IZz4skkrwxo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IZz4skkrwxo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
12,2024-02-08T19:30:01Z,UCKZGcrxRAhdUi58Mdr565mw,US Congressman Worries That Sahel Junta Leaders Are More Sophisticated Than Originally Thought,Vicki Dillard covers Congressman McCaul's questioning of a witness about the sophisticated military capabilities of the Sahel ...,"{'default': {'url': 'https://i.ytimg.com/vi/KJpAM9vCM7o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KJpAM9vCM7o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KJpAM9vCM7o/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-08T19:30:01Z,KJpAM9vCM7o,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KJpAM9vCM7o"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
8,2024-02-08T19:13:26Z,UCKLSjhp6XZUEYDT1DMcrj8w,Angry Ramaphosa state South Africa Position on Israel. Speaking about RUSSIA and UKRAINE,"Ramaphosa call for peace all over the world. Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love ...","{'default': {'url': 'https://i.ytimg.com/vi/cRooVIsBaOg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cRooVIsBaOg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cRooVIsBaOg/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-02-08T19:13:26Z,cRooVIsBaOg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cRooVIsBaOg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
19,2024-02-08T19:11:08Z,UCG7uFJVZsxQRwDssom9Pavw,Rwanda President Kagame Embarrass White Host for Promoting Aid and Not Business in Africa,Welcome to candid Africa in this video we will watch Rwanda President Paul Kagame Rwanda President Kagame Embarrass ...,"{'default': {'url': 'https://i.ytimg.com/vi/Fx6WbfpF2bo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Fx6WbfpF2bo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Fx6WbfpF2bo/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-02-08T19:11:08Z,Fx6WbfpF2bo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Fx6WbfpF2bo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
