,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
21,2024-05-30T02:58:54Z,UCOhiR-6Y-MZtMERKRENrcRw,US Ambassador reveals why America wants Africa and Kenya as the puppet,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/UuxL2ep_Ad4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UuxL2ep_Ad4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UuxL2ep_Ad4/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-05-30T02:58:54Z,UuxL2ep_Ad4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/UuxL2ep_Ad4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
19,2024-05-30T02:00:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Why Couples Aren&#39;t Getting Married, Is Global Warming Real, Cancel Culture, &amp; Blind Date Vacations","In the latest episode of Black Out, we delved into a range of intriguing and thought-provoking topics: 1. **Cloud Seeding and ...","{'default': {'url': 'https://i.ytimg.com/vi/Q2GB6_yLvF0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Q2GB6_yLvF0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Q2GB6_yLvF0/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-05-30T02:00:07Z,Q2GB6_yLvF0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Q2GB6_yLvF0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
5,2024-05-30T01:00:03Z,UCKZGcrxRAhdUi58Mdr565mw,Nigerian First Lady Oluremi Tinubu&#39;s Moral Message Turns Into Blame &amp; Insulting Tribalism,Phillip Scott reports on Nigerian First Lady Oluremi Tinubu calling out Meghan Markle for how she was dressed on her recent trip ...,"{'default': {'url': 'https://i.ytimg.com/vi/DwRUao09i4g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/DwRUao09i4g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/DwRUao09i4g/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-05-30T01:00:03Z,DwRUao09i4g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/DwRUao09i4g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
11,2024-05-29T23:30:04Z,UCTNr0N__QwstBhgCtvQcjhA,Crockett vs. Mace: White Privilege Debate,"Welcome to an intense showdown: Crockett vs. Mace: White Privilege Debate! In this video, we see a heated debate between ...","{'default': {'url': 'https://i.ytimg.com/vi/RvcxuXTB9Bc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RvcxuXTB9Bc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RvcxuXTB9Bc/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Discoveries,none,2024-05-29T23:30:04Z,RvcxuXTB9Bc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/RvcxuXTB9Bc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
17,2024-05-29T23:30:00Z,UCABZ7Z6SBTp4IsARDceOq7w,"Mark Curry Responds To &#39;Black Sitcoms&#39; Disappearing, Suggests Lack Of Talent","https://hypersclub.com/ - For his follow up with Comedy Hype, Mark Curry shares why he thinks we stopped seeing less black ...","{'default': {'url': 'https://i.ytimg.com/vi/3CGPeBUt1AQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3CGPeBUt1AQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3CGPeBUt1AQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-05-29T23:30:00Z,3CGPeBUt1AQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3CGPeBUt1AQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
14,2024-05-29T23:00:07Z,UCiinSjWS3E0vtAa3DCvp7iA,Biden’s ‘Red Line’ Was a Lie: U.S. Sponsored Massacre in Rafah,"All eyes are on Rafah as Israeli forces murder Palestinians, even children in refugee camps designated as 'safe zones.' Yet Biden ...","{'default': {'url': 'https://i.ytimg.com/vi/x-ujj8bMYfs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x-ujj8bMYfs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x-ujj8bMYfs/hqdefault.jpg', 'width': 480, 'height': 360}}",BreakThrough News,none,2024-05-29T23:00:07Z,x-ujj8bMYfs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/x-ujj8bMYfs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
13,2024-05-29T20:03:08Z,UCIxrFTHZybtTgq8X7itOAkQ,Free Christ Must List,,"{'default': {'url': 'https://i.ytimg.com/vi/Z7PRGIBaTvA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Z7PRGIBaTvA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Z7PRGIBaTvA/hqdefault.jpg', 'width': 480, 'height': 360}}",Blackman Da Traveller,none,2024-05-29T20:03:08Z,Z7PRGIBaTvA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Z7PRGIBaTvA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
39,2024-05-29T19:45:41Z,UC2rmgVaijnf92nixlIZWGmg,I believe this is the starting point for the new Lagos-Calabar Coastal Hwy.,,"{'default': {'url': 'https://i.ytimg.com/vi/Kd7ZUWplTiw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Kd7ZUWplTiw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Kd7ZUWplTiw/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-05-29T19:45:41Z,Kd7ZUWplTiw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Kd7ZUWplTiw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
7,2024-05-29T18:30:39Z,UCepJ2MwkHah89uXokQVgUrA,Foreign Troops Swamp Africa More Than Ever #Shorts #Foreign #Military,"There are more foreign troops in Africa than during the colonial era, and we should be worried. That's the warning from ...","{'default': {'url': 'https://i.ytimg.com/vi/pcnxramYxfM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pcnxramYxfM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pcnxramYxfM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-05-29T18:30:39Z,pcnxramYxfM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/pcnxramYxfM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
23,2024-05-29T18:20:41Z,UC12lU5ymIvSpgl8KntDQUQA,Why No Plato Of Africa?,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/slSZ6x8ya-0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/slSZ6x8ya-0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/slSZ6x8ya-0/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2024-05-29T18:20:41Z,slSZ6x8ya-0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/slSZ6x8ya-0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
2,2024-05-29T17:45:11Z,UCW5NNtTSY5z5mENZ8dt-RCw,Local Girl Show Me Her Island - Morro De Sao Paulo Part 2,Morro De Sao Paulo is Brazil's Paradise Island. Morro De Sao Paulo Island is located along the coast of Bahia Brazil. Join me as I ...,"{'default': {'url': 'https://i.ytimg.com/vi/2nDK97Bm_9E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2nDK97Bm_9E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2nDK97Bm_9E/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-05-29T17:45:11Z,2nDK97Bm_9E,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/2nDK97Bm_9E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
30,2024-05-29T17:08:42Z,UCKLSjhp6XZUEYDT1DMcrj8w,Zimbabwean Brian Kagoro Shocks the world with Foreign Military Bases in Africa,"Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/LEud4Pg2V18/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LEud4Pg2V18/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LEud4Pg2V18/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-05-29T17:08:42Z,LEud4Pg2V18,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/LEud4Pg2V18"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-05-29T17:04:06Z,UCrPq2ekHx2vZtuyG3wUx0_g,The Aba Women&#39;s Riots of 1929,"The Aba Women's Riots of 1929, also known as the Women's War, was a significant anti-colonial revolt that occurred in ...","{'default': {'url': 'https://i.ytimg.com/vi/JQlzEUBszSI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JQlzEUBszSI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JQlzEUBszSI/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-05-29T17:04:06Z,JQlzEUBszSI,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/JQlzEUBszSI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
20,2024-05-29T16:02:55Z,UCF-A_4x9-bLrxXrmgBOWuJA,President @Julius_S_Malema CAST HIS VOTE at Mponegele Primary School,,"{'default': {'url': 'https://i.ytimg.com/vi/PAKqSKzKvPc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PAKqSKzKvPc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PAKqSKzKvPc/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-05-29T16:02:55Z,PAKqSKzKvPc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/PAKqSKzKvPc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
24,2024-05-29T15:09:41Z,UCwZ2vurIl_X8rv0Dv4mu12A,Obenfo Kambon &quot;The English Language Has Rewired Black Peoples Brains To See Spirituality As...&quot; Pt 4,Watch the full interview with Obenfo Obadele Kambon NOW as an 'I Never Knew Tv' YouTube Member ...,"{'default': {'url': 'https://i.ytimg.com/vi/0-eJJCWqdC0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0-eJJCWqdC0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0-eJJCWqdC0/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-05-29T15:09:41Z,0-eJJCWqdC0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0-eJJCWqdC0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
25,2024-05-29T14:45:07Z,UCi2uaWdy6OTf4Ty7DVC_7lw,AFRICAN Visa BORDERS ( a nightmare For AFRICA&#39;S Development )  !!!,"Hello family , welcome to my YouTube channel iam_marwa , i hope you have enjoyed this video. A quadripoint is a point that ...","{'default': {'url': 'https://i.ytimg.com/vi/xZAb16wRTVE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xZAb16wRTVE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xZAb16wRTVE/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-05-29T14:45:07Z,xZAb16wRTVE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xZAb16wRTVE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
22,2024-05-29T12:25:00Z,UCC0XWOgSBcwNstXbPX2cbpg,I don&#39;t entertain that nonsense anymore!! Fearless Museveni educates African Presidents.,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com Uganda's President Yoweri Museveni ...","{'default': {'url': 'https://i.ytimg.com/vi/Yxa16U7IGw0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Yxa16U7IGw0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Yxa16U7IGw0/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2024-05-29T12:25:00Z,Yxa16U7IGw0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Yxa16U7IGw0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
48,2024-05-29T11:00:52Z,UCPQsrvUJzs1INc2hroy3nHw,&quot;Wondering when to take the next step after the first date?,,"{'default': {'url': 'https://i.ytimg.com/vi/uv3J1saUkk8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uv3J1saUkk8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uv3J1saUkk8/hqdefault.jpg', 'width': 480, 'height': 360}}",The Pan African Dating Show,none,2024-05-29T11:00:52Z,uv3J1saUkk8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uv3J1saUkk8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
6,2024-05-29T10:56:05Z,UCJa58Tf70HC5q2oQDNBrJ2g,It&#39;s about humanity not just a decision,,"{'default': {'url': 'https://i.ytimg.com/vi/3qeTbgHfDv4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3qeTbgHfDv4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3qeTbgHfDv4/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs - From The Masters,none,2024-05-29T10:56:05Z,3qeTbgHfDv4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3qeTbgHfDv4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
