,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
12,2024-05-08T01:19:22Z,UCKZGcrxRAhdUi58Mdr565mw,"Black America&#39;s Generational Wealth Is The Ownership, Gatekeeping &amp; Monetization Of Our Culture",Phillip Scott reports that Black America's generational wealth problem can be solved through the ownership and gatekeeping of ...,"{'default': {'url': 'https://i.ytimg.com/vi/coDuHlOUpfI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/coDuHlOUpfI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/coDuHlOUpfI/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-05-08T01:19:22Z,coDuHlOUpfI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/coDuHlOUpfI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
17,2024-05-08T00:15:02Z,UCABZ7Z6SBTp4IsARDceOq7w,Damon Wayans Finally Returns To TV After &#39;Abruptly&#39; Quitting Show In 2019 - CH News,"https://hypersclub.com/ - Damon Wayans and Damon Wayans Jr. are teaming up for their first ever TV project together, called ...","{'default': {'url': 'https://i.ytimg.com/vi/ffxwb9knV-M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ffxwb9knV-M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ffxwb9knV-M/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-05-08T00:15:02Z,ffxwb9knV-M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ffxwb9knV-M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
8,2024-05-08T00:00:20Z,UCKLSjhp6XZUEYDT1DMcrj8w,Nigeria Rejecting Foreign Military Bases.,"Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/nDq_qXcHRbw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nDq_qXcHRbw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nDq_qXcHRbw/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-05-08T00:00:20Z,nDq_qXcHRbw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nDq_qXcHRbw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
22,2024-05-07T22:00:33Z,UCJa58Tf70HC5q2oQDNBrJ2g,Understanding Africas Underdevelopment,Understanding Africas Underdevelopment. #AfricanDocs uploads multiple videos every week. Subscribe to be notified of our next ...,"{'default': {'url': 'https://i.ytimg.com/vi/oP9bqljytGM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oP9bqljytGM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oP9bqljytGM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-05-07T22:00:33Z,oP9bqljytGM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/oP9bqljytGM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
6,2024-05-07T21:00:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Kamala Harris on Student Loan Forgiveness, Access to Capital, Black Business, &amp; Affordable Housing","In this enlightening video, Vice President Kamala Harris discusses a series of ambitious initiatives by the Biden Administration ...","{'default': {'url': 'https://i.ytimg.com/vi/o4gFMNZ_fQk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/o4gFMNZ_fQk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/o4gFMNZ_fQk/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-05-07T21:00:07Z,o4gFMNZ_fQk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/o4gFMNZ_fQk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
21,2024-05-07T20:07:13Z,UC2rmgVaijnf92nixlIZWGmg,"White People Realize That Africa Is The Final Frontier, What Are Black People Doing?","White People Realize That Africa Is The Final Frontier, What Are Black People Doing? Cash App: $amirdynast Please Subscribe ...","{'default': {'url': 'https://i.ytimg.com/vi/PMxsFLdDzb4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PMxsFLdDzb4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PMxsFLdDzb4/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-05-07T20:07:13Z,PMxsFLdDzb4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/PMxsFLdDzb4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
29,2024-05-07T20:07:13Z,UCF71yDQwxfw0QcYb2JnkB5Q,I Stayed in Croatia&#39;s Tallest Hotel 🏨 #travel #shorts,First Look: Inside the Newly Opened AC Hotel in Croatia's Tallest Building Ever wondered what it's like to be one of the first ...,"{'default': {'url': 'https://i.ytimg.com/vi/JapXgEIBHms/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JapXgEIBHms/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JapXgEIBHms/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-05-07T20:07:13Z,JapXgEIBHms,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JapXgEIBHms"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
36,2024-05-07T19:44:04Z,UCv8G-xZ_BBGufjbN6jbvLMQ,"Respectfully, Are You Gay? - @ctisdope - Chocolate Sundaes Standup Comedy #shorts",,"{'default': {'url': 'https://i.ytimg.com/vi/qB_9QamPJF4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qB_9QamPJF4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qB_9QamPJF4/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-05-07T19:44:04Z,qB_9QamPJF4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qB_9QamPJF4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
4,2024-05-07T17:30:07Z,UCh2ANLALdN1OZUJKmvchkkg,Why People Think The Annunaki Built Ancient Egypt | Documentary,There is a part of this story that is not told and today we will talk about it in depth. Please stay respectful in the comments and don't ...,"{'default': {'url': 'https://i.ytimg.com/vi/ahxLfwLkFTI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ahxLfwLkFTI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ahxLfwLkFTI/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-05-07T17:30:07Z,ahxLfwLkFTI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ahxLfwLkFTI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
11,2024-05-07T16:45:22Z,UC-4h1XQ47sf0vbFwJvuBhEA,DR Congo President Says Russia And China Are Much Less Sneaky Than The West,DR Congo President Says Russia And China Are Much Less Sneaky Than The West. The President of the Democratic Republic of ...,"{'default': {'url': 'https://i.ytimg.com/vi/JMJYItKVbfg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JMJYItKVbfg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JMJYItKVbfg/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-05-07T16:45:22Z,JMJYItKVbfg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/JMJYItKVbfg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
