,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
50,2024-07-02T20:09:20Z,UCHVBLMcvOgDtFEF2bToQLqw,Where is Bryson Muir? #WhereisBrysonMuir,Where is Bryson Muir? #WhereisBrysonMuir #brysonmuir #davidmuir #straitway #religiouscults.,"{'default': {'url': 'https://i.ytimg.com/vi/3lw_PoHYJW8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3lw_PoHYJW8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3lw_PoHYJW8/hqdefault.jpg', 'width': 480, 'height': 360}}",We Woke Now,none,2024-07-02T20:09:20Z,3lw_PoHYJW8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3lw_PoHYJW8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
2,2024-07-02T19:44:53Z,UCW5NNtTSY5z5mENZ8dt-RCw,Did We Get Married? - Q/A,https://www.whatsapp.com/channel/0029VagTAeE84Om5B2XTfv2C.,"{'default': {'url': 'https://i.ytimg.com/vi/odsO7K7W61A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/odsO7K7W61A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/odsO7K7W61A/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-07-02T19:44:53Z,odsO7K7W61A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/odsO7K7W61A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
7,2024-07-02T18:37:42Z,UCepJ2MwkHah89uXokQVgUrA,&#39;Are you stupid?&#39; British TV hosts insult Pro-Palestine Guest #shorts #israel #palestine,"There is unprofessionalism, and then there is this. A guest ended a recent interview after TalkTV host James Whale called him ...","{'default': {'url': 'https://i.ytimg.com/vi/l7LzCESECSM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/l7LzCESECSM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/l7LzCESECSM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-07-02T18:37:42Z,l7LzCESECSM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/l7LzCESECSM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
39,2024-07-02T18:25:37Z,UC2rmgVaijnf92nixlIZWGmg,Sleepy Joe Biden and KringeMALA Harris Are Serious About Not Being Serious,Sleepy Joe Biden and KringeMALA Harris Are Serious About Not Being Serious Please Subscribe Patreon: ...,"{'default': {'url': 'https://i.ytimg.com/vi/WXTqT6nqJ3U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WXTqT6nqJ3U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WXTqT6nqJ3U/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-07-02T18:25:37Z,WXTqT6nqJ3U,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WXTqT6nqJ3U"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
47,2024-07-02T17:20:03Z,UC-4h1XQ47sf0vbFwJvuBhEA,"Haiti Gang Leader Jimmy &quot;Barbecue&quot; Cherizier Calls Kenyan Troops “Invaders,” Declares War","Haiti Gang Leader Jimmy ""Barbecue"" Cherizier Calls Kenyan Troops “Invaders,” Declares War - What happens when international ...","{'default': {'url': 'https://i.ytimg.com/vi/YS7MKG2RrGs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YS7MKG2RrGs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YS7MKG2RrGs/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-07-02T17:20:03Z,YS7MKG2RrGs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YS7MKG2RrGs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2024-07-02T17:00:06Z,UCrPq2ekHx2vZtuyG3wUx0_g,Is Black Culture For All Races?  | Black Culture &amp; White Media Breakdown Clip,OTSOG Book Review List link: https://amzn.to/4b5LcrU cashapp: $joeward84 Follow us on Instagram @ontheshoulders1 Visit us ...,"{'default': {'url': 'https://i.ytimg.com/vi/WzTYB7CNXro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WzTYB7CNXro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WzTYB7CNXro/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-07-02T17:00:06Z,WzTYB7CNXro,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WzTYB7CNXro"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
30,2024-07-02T16:00:38Z,UCKLSjhp6XZUEYDT1DMcrj8w,"Brave African Women fearless Speech at PAP Shocks the World, Exposing the TRUTH about Africa","Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/hIKw_Tj1wk0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hIKw_Tj1wk0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hIKw_Tj1wk0/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-07-02T16:00:38Z,hIKw_Tj1wk0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hIKw_Tj1wk0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
0,2024-07-02T15:27:16Z,UCG7uFJVZsxQRwDssom9Pavw,"Kenyan Activist Obliterates Ruto &amp; African Politicians in Epic, Defiant Courtroom Speech",Welcome to Candid Africa and in this video we present the Best Speech of the year when Activist Julius Kamau Makes Epic ...,"{'default': {'url': 'https://i.ytimg.com/vi/KpGLXJkOt5Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KpGLXJkOt5Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KpGLXJkOt5Q/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-07-02T15:27:16Z,KpGLXJkOt5Q,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KpGLXJkOt5Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
12,2024-07-02T15:08:42Z,UCWCreFX8bTVLJ6Y9lh6eZ5A,The UNTOLD TRUTH: How Religion Kept Black People in Chains,How the Church Betrayed Black People We need your support! Please consider buying us a coffee to help sustain and grow ...,"{'default': {'url': 'https://i.ytimg.com/vi/exN0aAlAz7M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/exN0aAlAz7M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/exN0aAlAz7M/hqdefault.jpg', 'width': 480, 'height': 360}}",Black Journals,none,2024-07-02T15:08:42Z,exN0aAlAz7M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/exN0aAlAz7M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
46,2024-07-02T13:43:58Z,UCjBw2SidW7wFElbmj9bgDjw,This is the good part!,"in part 1, we looked at the first half of the paper, focusing on the broader problems with the field of Forensic Facial Reconstructions ...","{'default': {'url': 'https://i.ytimg.com/vi/pAGXpZEt4oI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pAGXpZEt4oI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pAGXpZEt4oI/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-07-02T13:43:58Z,pAGXpZEt4oI,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/pAGXpZEt4oI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
22,2024-07-02T12:30:24Z,UCC0XWOgSBcwNstXbPX2cbpg,South Africa&#39;s Naledi Pandor sends Shockwave to the W0RLD  with BRICS new Currency.,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com ""Naledi Pandor was born on December ...","{'default': {'url': 'https://i.ytimg.com/vi/d5ODXYo9i1I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/d5ODXYo9i1I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/d5ODXYo9i1I/hqdefault.jpg', 'width': 480, 'height': 360}}",Historical Africa,none,2024-07-02T12:30:24Z,d5ODXYo9i1I,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/d5ODXYo9i1I"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
54,2024-07-02T12:00:53Z,UCx5Y5d5KgibkG9KAyknCdFA,Tariq Lies About the African Union,"According to Tariq Nasheed, Pan-Africanism is one-sided. This video highlights just one of the many examples in which Tariq is ...","{'default': {'url': 'https://i.ytimg.com/vi/siqV6Y-rMt0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/siqV6Y-rMt0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/siqV6Y-rMt0/hqdefault.jpg', 'width': 480, 'height': 360}}",Afromation Digital,none,2024-07-02T12:00:53Z,siqV6Y-rMt0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/siqV6Y-rMt0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
21,2024-07-01T22:32:08Z,UCOhiR-6Y-MZtMERKRENrcRw,America&#39;s News Media caught manipulating public with same propaganda message,"This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/oUbBV54j5wY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oUbBV54j5wY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oUbBV54j5wY/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-07-01T22:32:08Z,oUbBV54j5wY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/oUbBV54j5wY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
16,2024-07-01T21:00:18Z,UCv8G-xZ_BBGufjbN6jbvLMQ,I Almost K*lled a Dude - Comedian Lester Barrie - Chocolate Sundaes Standup Comedy,"Sometimes the joke hits harder than expected. For more of Lester Barrie, follow him on social media: @lesterbarrie Originally ...","{'default': {'url': 'https://i.ytimg.com/vi/UP0arElQKjI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UP0arElQKjI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UP0arElQKjI/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-07-01T21:00:18Z,UP0arElQKjI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/UP0arElQKjI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
25,2024-07-01T19:49:56Z,UCi2uaWdy6OTf4Ty7DVC_7lw,A Special BIG ANNOUNCEMENT from the Village  !!!,"After travelling 10 South African Countries we are back home and it's time for New Beginning for @Gitiriba , My Special Prayer in ...","{'default': {'url': 'https://i.ytimg.com/vi/OoLS9hchrSc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OoLS9hchrSc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OoLS9hchrSc/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-07-01T19:49:56Z,OoLS9hchrSc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OoLS9hchrSc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
40,2024-07-01T19:00:09Z,UCDsOKnUQnQek7-G7Xc5kB8Q,This Entrepreneur is a False Prophet‼️ | Hot Seat w/ David Shands,"In this video, David Shands has a blunt but heartfelt conversation with up-and-coming entrepreneur Solamon Richardson.","{'default': {'url': 'https://i.ytimg.com/vi/Iylpv8cezAI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Iylpv8cezAI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Iylpv8cezAI/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-07-01T19:00:09Z,Iylpv8cezAI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Iylpv8cezAI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
20,2024-07-01T18:56:44Z,UCF-A_4x9-bLrxXrmgBOWuJA,EFF NATIONAL CHAIRPERSON | VERONICA MENTE | ON RUSSIA TODAY (NEWS) |,,"{'default': {'url': 'https://i.ytimg.com/vi/93agTjkbr6Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/93agTjkbr6Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/93agTjkbr6Y/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-07-01T18:56:44Z,93agTjkbr6Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/93agTjkbr6Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
13,2024-07-01T18:00:07Z,UCIxrFTHZybtTgq8X7itOAkQ,Deep Inside The Other Part Of Trinidad,trinidadandtobago #trinidad #travel Explore the mesmerizing beauty and rich cultural heritage of Trinidad & Tobago in our latest ...,"{'default': {'url': 'https://i.ytimg.com/vi/fnYS2Wc5Mtg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fnYS2Wc5Mtg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fnYS2Wc5Mtg/hqdefault.jpg', 'width': 480, 'height': 360}}",Blackman Da Traveller,none,2024-07-01T18:00:07Z,fnYS2Wc5Mtg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/fnYS2Wc5Mtg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
51,2024-07-01T16:03:54Z,UCXyHjFIKz9D8ofxObOuYBbg,It&#39;s not just women,WeNeedToTalk #BlackLove To support our ministry: https://cash.app/$wnttalk Please SUBSCRIBE for more content!,"{'default': {'url': 'https://i.ytimg.com/vi/5PnmnKhXPyg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5PnmnKhXPyg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5PnmnKhXPyg/hqdefault.jpg', 'width': 480, 'height': 360}}",WeNeedToTalk,none,2024-07-01T16:03:54Z,5PnmnKhXPyg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5PnmnKhXPyg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
