,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
1,2024-02-21T03:32:46Z,UC__wkIWEfbnTAYVT8j6gfPg,Ancient Aethiopians,,"{'default': {'url': 'https://i.ytimg.com/vi/ZH8VWlJWdbQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZH8VWlJWdbQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZH8VWlJWdbQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Know Thyself,none,2024-02-21T03:32:46Z,ZH8VWlJWdbQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZH8VWlJWdbQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
6,2024-02-21T03:15:39Z,UCRVsqvXIdgyPVS-a6fGa1lA,My Worst Financial Mistake Was Buying A House!,Join Rashad as he shares his harrowing journey of what he thought would be the fulfillment of the American dream but turned into ...,"{'default': {'url': 'https://i.ytimg.com/vi/ypZnLZVje60/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ypZnLZVje60/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ypZnLZVje60/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-21T03:15:39Z,ypZnLZVje60,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ypZnLZVje60"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
34,2024-02-21T02:17:21Z,UCTis64XH8HrxE7GhEkA6YmA,5ASIDE POD EP. 50: HARRY KANE CURSED BAYERN | MBAPPE LIGUE 1 GOAT | AMERICAN SOCCER ACADEMY SYSTEM,"In this episode the boys talk UCL being back for the R16, Mbappe's legacy, the pressure on coaches, NBA equivalents of football ...","{'default': {'url': 'https://i.ytimg.com/vi/lKRAkNVrLKs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lKRAkNVrLKs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lKRAkNVrLKs/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Podcast,none,2024-02-21T02:17:21Z,lKRAkNVrLKs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lKRAkNVrLKs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Sports
7,2024-02-21T02:11:58Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Why You Need To Trademark Your Business Name - Amy Oraefo - Social Proof Podcast ep. 439,Watch Full Episode: https://youtu.be/RUTfudZNhBo?si=ufjHhMpYTY8O7Agj #entrepreneur #smallbusiness #podcast #howto In ...,"{'default': {'url': 'https://i.ytimg.com/vi/GVaPKAUKjpk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GVaPKAUKjpk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GVaPKAUKjpk/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-21T02:11:58Z,GVaPKAUKjpk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/GVaPKAUKjpk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Productivity
21,2024-02-21T02:00:52Z,UC2rmgVaijnf92nixlIZWGmg,Voodoo Festival Tour Vlog: Would You Stay At This Hotel On Water?,Voodoo Festival Tour Vlog: Would You Stay At This Hotel On Water? Cash App: $amirdynast Patreon: ...,"{'default': {'url': 'https://i.ytimg.com/vi/ktk9W3HnYUM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ktk9W3HnYUM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ktk9W3HnYUM/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-21T02:00:52Z,ktk9W3HnYUM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ktk9W3HnYUM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
36,2024-02-21T01:20:38Z,UCv8G-xZ_BBGufjbN6jbvLMQ,No One Cares About Emergency Alerts - @BTKingsley5225  - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/FAz5bImRiq0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FAz5bImRiq0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FAz5bImRiq0/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-02-21T01:20:38Z,FAz5bImRiq0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/FAz5bImRiq0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
32,2024-02-21T00:41:35Z,UC4m46pCBkMEyy8gk26WKqbA,😂😂😂 Free Rent Roast! | &quot;The Brawl&quot; The 85 South Show Live in Mobile,"https://www.channeleightyfive.com/videos/the-brawl-004 Karlous Miller, Chico Bean and DC Young Fly perform in Alabama and ...","{'default': {'url': 'https://i.ytimg.com/vi/kSxtUqEaJBU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kSxtUqEaJBU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kSxtUqEaJBU/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-21T00:41:35Z,kSxtUqEaJBU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kSxtUqEaJBU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
19,2024-02-21T00:33:53Z,UCG7uFJVZsxQRwDssom9Pavw,"ICJ Case on Israel’s Genocide, Apartheid and Colonization of Palestine",Live the International Court of Justice (ICJ) in The Hague ICJ holds hearings on 'legal consequences' of Israel's actions in West ...,"{'default': {'url': 'https://i.ytimg.com/vi/QluYOhdgeKs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QluYOhdgeKs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QluYOhdgeKs/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-02-21T00:33:53Z,QluYOhdgeKs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/QluYOhdgeKs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
9,2024-02-21T00:30:21Z,UCl6to6J7oVltnhHEVm1s87A,"Billie Thomas known as Buckwheat from the Little Rascals, 1930s.","theperspective #africanhistory #africanews #africax5 Born in Los Angeles, California, Billie Thomas auditioned at the Hal Roach ...","{'default': {'url': 'https://i.ytimg.com/vi/UDbP36xCl9E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UDbP36xCl9E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UDbP36xCl9E/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-21T00:30:21Z,UDbP36xCl9E,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/UDbP36xCl9E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Social Issues
17,2024-02-20T23:30:07Z,UCABZ7Z6SBTp4IsARDceOq7w,"Lost My Friend, I Wish I Told Him This.. - Jon Aba (Remembering Joel DeFrance) | Confession Break",Support Joel and his family: https://everloved.com/life-of/joel-robert-defrance/ - My friend Joel DeFrance aka 'J Tha Great' passed ...,"{'default': {'url': 'https://i.ytimg.com/vi/NyG9cqCVX9o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NyG9cqCVX9o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NyG9cqCVX9o/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-20T23:30:07Z,NyG9cqCVX9o,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NyG9cqCVX9o"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
