,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds
8,2024-02-11T02:00:06Z,UCKLSjhp6XZUEYDT1DMcrj8w,"ECOWAS surrendered, urged Burkina Faso, Mali, and Niger to stay .",The regional body which took this position at the conclusion of its extraordinary session of the Mediation and Security Council ...,"{'default': {'url': 'https://i.ytimg.com/vi/KEFqqssoGfg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KEFqqssoGfg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KEFqqssoGfg/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-02-11T02:00:06Z,KEFqqssoGfg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/KEFqqssoGfg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
6,2024-02-11T00:00:05Z,UCRVsqvXIdgyPVS-a6fGa1lA,The Key to Earn Your Leisure&#39;s Success,"In this episode, hosts Rashad Bilal and Troy Millings, along with special guest Evan Turner, discuss the power of authenticity, ...","{'default': {'url': 'https://i.ytimg.com/vi/C6y_Pm5nx_8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/C6y_Pm5nx_8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/C6y_Pm5nx_8/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-11T00:00:05Z,C6y_Pm5nx_8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/C6y_Pm5nx_8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
21,2024-02-10T23:35:53Z,UC2rmgVaijnf92nixlIZWGmg,Amanda Seales Is Demanding Reparations For Black People....But Heres The Problem,Amanda Seales Is Demanding Reparations For Black People....But Heres The Problem Patreon: ...,"{'default': {'url': 'https://i.ytimg.com/vi/AnT8IQdBC8s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AnT8IQdBC8s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AnT8IQdBC8s/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-10T23:35:53Z,AnT8IQdBC8s,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/AnT8IQdBC8s"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
22,2024-02-10T23:00:19Z,UCJa58Tf70HC5q2oQDNBrJ2g,Building Africa Diaspora Memory Through Storytelling,Building Africa Diaspora Memory Through Storytelling. #AfricanDocs uploads multiple videos every week. Subscribe to be notified ...,"{'default': {'url': 'https://i.ytimg.com/vi/i_MCetRwDsk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/i_MCetRwDsk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/i_MCetRwDsk/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-02-10T23:00:19Z,i_MCetRwDsk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/i_MCetRwDsk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
7,2024-02-10T22:00:04Z,UCDsOKnUQnQek7-G7Xc5kB8Q,How To Make Money In Podcasting Without Starting A Podcast - David Shands - Social Proof Podcast 436,Watch Full Episode: https://www.youtube.com/watch?v=ssc0MjNHgvI #entrepreneur #smallbusiness #podcast #howto In this ...,"{'default': {'url': 'https://i.ytimg.com/vi/70DjkRqV8ns/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/70DjkRqV8ns/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/70DjkRqV8ns/hqdefault.jpg', 'width': 480, 'height': 360}}",Social Proof,none,2024-02-10T22:00:04Z,70DjkRqV8ns,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/70DjkRqV8ns"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
31,2024-02-10T20:21:05Z,UCepJ2MwkHah89uXokQVgUrA,Bafana Bafana A Victory For Demographics? #Shorts (Part 1),South Africa's footballers bowed out of AFCON with their heads held high. A penalty-shootout defeat to Nigeria ended their dream ...,"{'default': {'url': 'https://i.ytimg.com/vi/EpBmL0jhJhY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EpBmL0jhJhY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EpBmL0jhJhY/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-10T20:21:05Z,EpBmL0jhJhY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/EpBmL0jhJhY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
20,2024-02-10T19:44:34Z,UCi2uaWdy6OTf4Ty7DVC_7lw,Q &amp;A with iam_marwa,"Hello family , welcome to my YouTube channel iam_marwa , i hope you have enjoyed this video. PayPal ...","{'default': {'url': 'https://i.ytimg.com/vi/vtDb4QFdEKE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vtDb4QFdEKE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vtDb4QFdEKE/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-02-10T19:44:34Z,vtDb4QFdEKE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vtDb4QFdEKE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
18,2024-02-10T19:38:32Z,UCrPq2ekHx2vZtuyG3wUx0_g,The Queen of Tennis and Women&#39;s Basketball,,"{'default': {'url': 'https://i.ytimg.com/vi/ZD1gwGLZ00Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZD1gwGLZ00Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZD1gwGLZ00Q/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-02-10T19:38:32Z,ZD1gwGLZ00Q,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZD1gwGLZ00Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
12,2024-02-10T19:15:10Z,UCKZGcrxRAhdUi58Mdr565mw,Cut Your Hair || Black Student Being Pushed Out Of BYU Hawaii Because of His Hair,"Being black comes in many textures, shapes, forms, and sizes. Unfortunately for many black people, the world only sees ...","{'default': {'url': 'https://i.ytimg.com/vi/Bv5okIMJTBM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Bv5okIMJTBM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Bv5okIMJTBM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-10T19:15:10Z,Bv5okIMJTBM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Bv5okIMJTBM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
11,2024-02-10T18:37:29Z,UC-4h1XQ47sf0vbFwJvuBhEA,Violent Clashes Spread in Senegal Over Election Postponement,"In a move that sent shockwaves through Senegal and beyond, President Macky Sall just weeks before the February 25th, 2024 ...","{'default': {'url': 'https://i.ytimg.com/vi/FaSiELeYcoQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FaSiELeYcoQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FaSiELeYcoQ/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-02-10T18:37:29Z,FaSiELeYcoQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/FaSiELeYcoQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
24,2024-02-10T18:00:30Z,UCJmmxwdAsR7lD8fBA_qbEMw,Why Kenya&#39;s Airforce Launched a Bloody Coup in 1982,"In the pre-dawn hours of August 1, 1982, the heart of Kenya's political landscape pulsated with an audacious rhythm, as a group ...","{'default': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-02-10T18:00:30Z,kwxVBJe_MPU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kwxVBJe_MPU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
26,2024-02-10T17:45:17Z,UCW5NNtTSY5z5mENZ8dt-RCw,Rio Carnival 2024 Block Party Day 1,"Rio Carnival 2024 Block Party Day 1. Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema ...","{'default': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iA23wvCjI_c/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-10T17:45:17Z,iA23wvCjI_c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/iA23wvCjI_c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
19,2024-02-10T17:40:24Z,UCG7uFJVZsxQRwDssom9Pavw,"ECOWAS Begs Burkina Faso, Mali and Niger Not to Leave the Bloc",The Economic Community of West African States (ECOWAS) Ministers of Foreign Affairs and Defence participated in the ...,"{'default': {'url': 'https://i.ytimg.com/vi/cbJS_VSl2bU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cbJS_VSl2bU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cbJS_VSl2bU/hqdefault.jpg', 'width': 480, 'height': 360}}",2nacheki,none,2024-02-10T17:40:24Z,cbJS_VSl2bU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cbJS_VSl2bU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
28,2024-02-10T17:16:10Z,UCF-A_4x9-bLrxXrmgBOWuJA,CIC Julius Malema Addresses EFF Manifesto Launch,,"{'default': {'url': 'https://i.ytimg.com/vi/avEe_c4ADkY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/avEe_c4ADkY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/avEe_c4ADkY/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-02-10T17:16:10Z,avEe_c4ADkY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/avEe_c4ADkY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
17,2024-02-10T15:44:14Z,UCABZ7Z6SBTp4IsARDceOq7w,Steve Harvey Responds To Mo&#39;Nique Dissing DL Hughley And Others On &#39;Club Shay Shay&#39; - CH News,https://www.hypeplustv.com/ - Steve Harvey is now sharing his response to the aftermath of Mo'Nique's interview on The Club ...,"{'default': {'url': 'https://i.ytimg.com/vi/49U2IIUwA6k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/49U2IIUwA6k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/49U2IIUwA6k/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-10T15:44:14Z,49U2IIUwA6k,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/49U2IIUwA6k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
