,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
31,2024-05-18T01:33:43Z,UCepJ2MwkHah89uXokQVgUrA,We React | Why U.K.&#39;s Rwanda Asylum Deal Is Harmful,"After overcoming multiple obstacles, the United Kingdom will begin deporting asylum seekers to Rwanda within several weeks.","{'default': {'url': 'https://i.ytimg.com/vi/nPT63_JmG8E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/nPT63_JmG8E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/nPT63_JmG8E/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-05-18T01:33:43Z,nPT63_JmG8E,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/nPT63_JmG8E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
12,2024-05-18T01:04:54Z,UCKZGcrxRAhdUi58Mdr565mw,Why Black Americans Live Rent Free In The Mind Of Them Folks?,Phillip Scott reports on them folks trying to mock the victims of race soldiers. What would happen if we consciously removed ...,"{'default': {'url': 'https://i.ytimg.com/vi/x8kpe600ZMI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/x8kpe600ZMI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/x8kpe600ZMI/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-05-18T01:04:54Z,x8kpe600ZMI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/x8kpe600ZMI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
6,2024-05-18T00:00:15Z,UCRVsqvXIdgyPVS-a6fGa1lA,Is Chivalry Still Dead?,"Welcome to another thought-provoking clip of Black Out with Ian & Rashad! In this clip, our hosts, Ian Dunlap and Rashad Bilal, ...","{'default': {'url': 'https://i.ytimg.com/vi/H82UDjbYBYo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H82UDjbYBYo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H82UDjbYBYo/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-05-18T00:00:15Z,H82UDjbYBYo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/H82UDjbYBYo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
22,2024-05-18T00:00:02Z,UCJa58Tf70HC5q2oQDNBrJ2g,Learning from the Masters. #learning #master #ancient #knowledge,,"{'default': {'url': 'https://i.ytimg.com/vi/SalQ1nz1MN0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SalQ1nz1MN0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SalQ1nz1MN0/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-05-18T00:00:02Z,SalQ1nz1MN0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/SalQ1nz1MN0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
17,2024-05-17T23:07:41Z,UCABZ7Z6SBTp4IsARDceOq7w,DL Hughley Calls Out &#39;Diddy&#39; For Beating Cassie Video: &quot;IT&#39;S OVER&quot; - CH News,https://hypersclub.com/ - Diddy is now back in the spotlight after a surveillance video of him attacking ex-girlfriend Cassie has now ...,"{'default': {'url': 'https://i.ytimg.com/vi/J5Wm0RGlAMw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/J5Wm0RGlAMw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/J5Wm0RGlAMw/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-05-17T23:07:41Z,J5Wm0RGlAMw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/J5Wm0RGlAMw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
30,2024-05-17T21:51:16Z,UCOhiR-6Y-MZtMERKRENrcRw,She whooped the French crew with this spiritual weapon. They released her.,A story told by French Slavers of a woman and others who was able to do things to the crew and ship where they had to follow ...,"{'default': {'url': 'https://i.ytimg.com/vi/st1y1NUJdQw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/st1y1NUJdQw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/st1y1NUJdQw/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-05-17T21:51:16Z,st1y1NUJdQw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/st1y1NUJdQw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Travel
36,2024-05-17T21:00:14Z,UCv8G-xZ_BBGufjbN6jbvLMQ,I&#39;m In Love With a Lesbian - Comedian Justin Elliot - Chocolate Sundaes Standup Comedy,She's a little confused right now. For more Justin Elliot follow him on social media: @justinuncut Originally filmed 3/31/24 ...,"{'default': {'url': 'https://i.ytimg.com/vi/FmYgeUHBw4A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FmYgeUHBw4A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FmYgeUHBw4A/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-05-17T21:00:14Z,FmYgeUHBw4A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/FmYgeUHBw4A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
8,2024-05-17T18:51:47Z,UCKLSjhp6XZUEYDT1DMcrj8w,"Paul Kagame Exposing US hypocrisy in front of RUTO, Rwanda is not a dumping area for AMERICA","Please SUBSCRIBE, LIKE, COMMENT and Share, Thank for Watching #Love #Peace #AfricanSolutions.","{'default': {'url': 'https://i.ytimg.com/vi/mhOs9eEMde4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mhOs9eEMde4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mhOs9eEMde4/hqdefault.jpg', 'width': 480, 'height': 360}}",Make Afrika Great ,none,2024-05-17T18:51:47Z,mhOs9eEMde4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mhOs9eEMde4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
11,2024-05-17T18:30:12Z,UC-4h1XQ47sf0vbFwJvuBhEA,Ancient Egypt Mystery Solved? New Scientific Discovery Reveals How Egypt&#39;s Pyramids Were Built,Ancient Egypt Mystery Solved? New Scientific Discovery Reveals How Egypt's Pyramids Were Built - In a discovery that could ...,"{'default': {'url': 'https://i.ytimg.com/vi/BuueWHHJQ1c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BuueWHHJQ1c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BuueWHHJQ1c/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-05-17T18:30:12Z,BuueWHHJQ1c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/BuueWHHJQ1c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
18,2024-05-17T17:02:11Z,UCrPq2ekHx2vZtuyG3wUx0_g,Negros Who Support White Supremacy | A Breakdown of Tiffany Henyard &amp; Current Black Leaders,"We have too many negros who support white supremacy and occupy leadership positions. Today, the gentlemen break down the ...","{'default': {'url': 'https://i.ytimg.com/vi/1vPaafjRM_g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1vPaafjRM_g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1vPaafjRM_g/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-05-17T17:02:11Z,1vPaafjRM_g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1vPaafjRM_g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
